account_id,customer_id,account_type,currency,opened_date,status
1215,1215,current,AUD,2022-07-15,active
1216,1216,current,GBP,2024-07-18,active
1217,1217,savings,GBP,2024-08-09,active
1218,1218,current,CAD,2023-04-27,closed
1219,1219,current,AUD,2023-08-24,active
1220,1220,current,GBP,2024-02-22,active
1221,1221,current,EUR,2024-08-23,active
1222,1222,savings,GBP,2024-03-17,active
1223,1223,current,EUR,2023-05-27,active
1224,1224,savings,EUR,2024-11-19,active
1225,1225,current,EUR,2024-08-22,active
1226,1226,savings,AUD,2024-01-06,active
1227,1227,savings,EUR,2024-10-12,active
1228,1228,current,EUR,2024-03-29,active
1229,1229,current,EUR,2024-03-15,active
1230,1230,savings,GBP,2022-12-29,active
1231,1231,savings,AUD,2023-01-29,active
1232,1232,savings,EUR,2024-09-12,active
1233,1233,savings,EUR,2022-10-30,suspended
1234,1234,savings,CAD,2024-11-20,active
1235,1235,current,GBP,2022-08-28,active
1236,1236,current,EUR,2023-11-28,active
1237,1237,current,EUR,2023-07-28,active
1238,1238,current,EUR,2023-10-24,active
1239,1239,current,EUR,2024-05-02,active
1240,1240,current,CAD,2024-05-06,active
1241,1241,current,EUR,2024-09-28,active
1242,1242,current,GBP,2024-06-05,active
1243,1243,current,GBP,2023-06-14,active
1244,1244,current,AUD,2024-12-26,active
1245,1245,savings,EUR,2024-07-31,active
1246,1246,savings,GBP,2023-01-31,active
1247,1247,current,EUR,2024-12-31,active
1248,1248,savings,AUD,2023-11-29,active
1249,1249,current,EUR,2024-06-19,active
1250,1250,current,GBP,2024-12-11,active
1251,1251,current,EUR,2024-11-06,active
1252,1252,current,CAD,2024-02-02,active
1253,1253,savings,AUD,2023-09-03,suspended
1254,1254,merchant,AUD,2024-05-31,active
1255,1255,current,AUD,2024-07-24,active
1256,1256,current,EUR,2024-12-29,active
1257,1257,current,EUR,2024-07-24,active
1258,1258,current,CAD,2024-08-19,active
1259,1259,current,CAD,2024-12-22,active
1260,1260,current,EUR,2023-01-01,active
1261,1261,current,AUD,2024-08-01,active
1262,1262,savings,AUD,2024-10-22,active
1263,1263,current,EUR,2024-10-23,active
1264,1264,current,CAD,2023-07-14,active
1265,1265,current,CAD,2024-10-03,active
1266,1266,current,EUR,2024-10-30,active
1267,1267,current,EUR,2023-09-01,active
1268,1268,current,EUR,2024-01-23,closed
1269,1269,current,GBP,2023-01-22,active
1270,1270,current,CAD,2023-04-17,active
1271,1271,savings,EUR,2023-09-18,active
1272,1272,current,CAD,2024-02-18,active
1273,1273,savings,AUD,2024-06-14,active
1274,1274,merchant,CAD,2022-10-31,active
1275,1275,current,CAD,2024-01-06,active
1276,1276,current,GBP,2024-11-25,active
1277,1277,savings,CAD,2024-04-12,active
1278,1278,current,GBP,2022-08-11,active
1279,1279,savings,GBP,2023-08-28,active
1280,1280,current,EUR,2023-12-21,active
1281,1281,savings,GBP,2023-11-22,active
1282,1282,current,GBP,2023-12-14,active
1283,1283,current,EUR,2023-09-15,active
1284,1284,savings,GBP,2024-02-28,closed
1285,1285,savings,AUD,2023-11-03,active
1286,1286,current,CAD,2024-02-14,active
1287,1287,current,CAD,2023-06-30,active
1288,1288,savings,EUR,2024-04-20,active
1289,1289,current,EUR,2024-07-30,closed
1290,1290,current,CAD,2024-06-22,active
1291,1291,current,GBP,2024-04-17,active
1292,1292,savings,EUR,2023-09-11,active
1293,1293,savings,AUD,2024-03-10,active
1294,1294,current,EUR,2024-11-16,active
1295,1295,current,AUD,2024-12-31,active
1296,1296,current,GBP,2023-07-10,active
1297,1297,current,EUR,2023-09-19,active
1298,1298,current,EUR,2024-12-26,active
1299,1299,current,AUD,2024-10-25,active
1300,1300,savings,EUR,2024-12-30,active
1301,1301,merchant,CAD,2024-03-27,active
1302,1302,current,CAD,2024-12-15,active
1303,1303,current,EUR,2024-12-22,active
1304,1304,current,GBP,2024-11-11,active
1305,1305,savings,EUR,2024-05-16,active
1306,1306,savings,CAD,2023-07-02,active
1307,1307,current,AUD,2023-12-25,active
1308,1308,savings,EUR,2024-06-14,active
1309,1309,savings,EUR,2024-10-26,active
1310,1310,merchant,CAD,2024-12-15,active
1311,1311,current,EUR,2023-01-06,active
1312,1312,current,EUR,2024-08-27,active
1313,1313,savings,GBP,2024-09-17,active
1314,1314,current,GBP,2023-03-25,active
1315,1315,current,EUR,2024-06-02,active
1316,1316,savings,AUD,2024-07-06,active
1317,1317,current,CAD,2024-05-03,active
1318,1318,savings,EUR,2024-09-13,active
1319,1319,current,GBP,2024-02-26,active
1320,1320,savings,GBP,2023-11-06,active
1321,1321,current,CAD,2024-12-28,suspended
1322,1322,current,EUR,2024-11-29,active
1323,1323,current,CAD,2024-09-04,active
1324,1324,savings,EUR,2022-07-24,active
1325,1325,merchant,EUR,2024-12-29,active
1326,1326,current,AUD,2024-09-22,active
1327,1327,savings,CAD,2024-02-27,active
1328,1328,savings,EUR,2024-12-18,active
1329,1329,current,CAD,2023-02-17,active
1330,1330,savings,EUR,2023-10-26,active
1331,1331,current,EUR,2024-03-21,active
1332,1332,current,AUD,2022-07-17,active
1333,1333,current,EUR,2024-04-28,active
1334,1334,current,EUR,2022-11-11,active
1335,1335,current,GBP,2024-04-20,active
1336,1336,current,EUR,2024-08-22,active
1337,1337,current,AUD,2024-11-17,active
1338,1338,current,AUD,2024-12-20,active
1339,1339,current,EUR,2024-07-26,active
1340,1340,current,AUD,2024-05-14,active
1341,1341,current,CAD,2023-06-14,active
1342,1342,savings,EUR,2023-10-28,active
1343,1343,current,EUR,2022-08-22,active
1344,1344,current,CAD,2024-12-24,suspended
1345,1345,current,CAD,2022-09-01,active
1346,1346,current,CAD,2024-04-28,active
1347,1347,current,EUR,2024-11-13,active
1348,1348,current,EUR,2024-09-21,active
1349,1349,current,CAD,2023-12-02,active
1350,1350,current,CAD,2024-12-09,active
1351,1351,current,AUD,2024-01-21,active
1352,1352,current,GBP,2023-11-25,closed
1353,1353,current,CAD,2024-03-31,active
1354,1354,current,EUR,2024-11-23,active
1355,1355,current,AUD,2024-09-08,active
1356,1356,current,EUR,2024-12-14,active
1357,1357,current,GBP,2024-02-20,closed
1358,1358,current,CAD,2023-05-30,active
1359,1359,savings,EUR,2024-11-02,active
1360,1360,current,EUR,2024-04-22,active
1361,1361,current,AUD,2024-05-21,active
1362,1362,savings,EUR,2024-12-28,active
1363,1363,savings,EUR,2024-08-15,active
1364,1364,savings,GBP,2022-09-23,closed
1365,1365,current,EUR,2023-09-07,active
1366,1366,current,EUR,2024-12-19,closed
1367,1367,current,CAD,2023-10-05,closed
1368,1368,savings,EUR,2023-06-07,active
1369,1369,savings,CAD,2024-10-20,active
1370,1370,merchant,AUD,2023-01-08,active
1371,1371,current,CAD,2023-06-26,active
1372,1372,current,AUD,2023-09-08,active
1373,1373,current,CAD,2024-06-19,active
1374,1374,savings,EUR,2024-10-18,active
1375,1375,current,GBP,2024-11-29,active
1376,1376,savings,AUD,2023-10-31,active
1377,1377,merchant,GBP,2024-12-11,active
1378,1378,savings,AUD,2023-10-18,suspended
1379,1379,savings,AUD,2023-01-01,closed
1380,1380,current,AUD,2024-06-12,active
1381,1381,savings,AUD,2024-11-22,active
1382,1382,current,AUD,2024-07-25,active
1383,1383,savings,AUD,2023-11-17,active
1384,1384,current,GBP,2023-04-17,active
1385,1385,current,GBP,2024-08-11,closed
1386,1386,current,GBP,2024-12-19,active
1387,1387,savings,EUR,2024-06-20,active
1388,1388,current,GBP,2024-12-27,active
1389,1389,current,GBP,2023-05-28,active
1390,1390,savings,AUD,2023-09-17,active
1391,1391,current,CAD,2024-06-30,active
1392,1392,current,EUR,2024-03-30,active
1393,1393,savings,EUR,2024-11-12,active
1394,1394,current,EUR,2022-08-19,active
1395,1395,current,EUR,2023-12-17,active
1396,1396,savings,CAD,2024-10-12,active
1397,1397,savings,EUR,2024-01-25,active
1398,1398,current,EUR,2023-08-15,active
1399,1399,savings,EUR,2024-12-25,active
1400,1400,current,EUR,2024-03-23,active
1401,1401,current,CAD,2024-03-30,closed
1402,1402,current,GBP,2024-04-10,active
1403,1403,savings,EUR,2024-08-07,active
1404,1404,savings,AUD,2024-03-13,active
1405,1405,current,GBP,2024-12-07,active
1406,1406,current,AUD,2024-10-08,active
1407,1407,savings,CAD,2024-07-07,active
1408,1408,current,EUR,2024-12-28,active
1409,1409,savings,EUR,2024-01-28,active
1410,1410,savings,EUR,2023-11-07,active
1411,1411,current,EUR,2024-12-27,active
1412,1412,current,GBP,2024-02-16,active
1413,1413,current,EUR,2024-12-17,active
1414,1414,current,EUR,2024-12-23,active
1415,1415,merchant,GBP,2023-02-25,active
1416,1416,current,EUR,2024-11-20,active
1417,1417,savings,EUR,2024-03-07,active
1418,1418,current,CAD,2024-11-21,active
1419,1419,current,CAD,2022-12-24,active
1420,1420,savings,GBP,2024-08-10,active
1421,1421,merchant,EUR,2023-12-27,active
1422,1422,current,GBP,2024-01-28,active
1423,1423,savings,EUR,2023-01-26,active
1424,1424,current,GBP,2024-03-06,active
1425,1425,current,AUD,2024-07-05,active
1426,1426,current,EUR,2024-10-13,active
1427,1427,current,EUR,2024-11-17,active
1428,1428,savings,AUD,2022-12-02,active
1429,1429,savings,CAD,2023-05-30,active
1430,1430,savings,GBP,2024-11-10,active
1431,1431,savings,EUR,2022-12-27,active
1432,1432,current,GBP,2024-03-13,active
1433,1433,savings,EUR,2024-10-17,active
1434,1434,current,EUR,2024-10-12,active
1435,1435,current,EUR,2024-08-06,active
1436,1436,merchant,GBP,2024-12-19,active
1437,1437,savings,AUD,2024-05-13,suspended
1438,1438,savings,EUR,2024-06-24,active
1439,1439,current,EUR,2024-12-10,active
1440,1440,current,EUR,2024-08-26,active
1441,1441,savings,EUR,2024-12-28,active
1442,1442,current,CAD,2023-12-13,active
1443,1443,current,EUR,2024-12-31,active
1444,1444,savings,EUR,2024-07-16,active
1445,1445,current,EUR,2024-06-10,active
1446,1446,current,CAD,2024-10-19,active
1447,1447,current,EUR,2024-07-15,active
1448,1448,current,AUD,2024-04-24,suspended
1449,1449,current,CAD,2023-11-21,active
1450,1450,savings,CAD,2024-10-24,closed
1451,1451,current,CAD,2022-03-12,active
1452,1452,current,EUR,2024-02-09,active
1453,1453,savings,AUD,2023-06-10,active
1454,1454,current,CAD,2024-04-02,active
1455,1455,current,CAD,2024-03-08,active
1456,1456,merchant,CAD,2024-08-02,active
1457,1457,savings,GBP,2023-07-12,active
1458,1458,current,AUD,2024-10-05,active
1459,1459,current,EUR,2024-01-05,active
1460,1460,savings,GBP,2024-09-11,active
1461,1461,current,EUR,2024-10-16,active
1462,1462,current,EUR,2024-04-25,active
1463,1463,savings,EUR,2024-06-01,active
1464,1464,current,CAD,2023-05-08,active
1465,1465,current,AUD,2024-06-10,active
1466,1466,current,AUD,2024-10-10,suspended
1467,1467,current,EUR,2024-11-25,active
1468,1468,current,EUR,2024-12-01,active
1469,1469,current,EUR,2023-02-06,active
1470,1470,current,EUR,2024-07-30,active
1471,1471,current,EUR,2024-04-15,active
1472,1472,current,EUR,2024-12-30,active
1473,1473,current,EUR,2023-07-09,active
1474,1474,current,AUD,2024-07-25,active
1475,1475,current,AUD,2024-09-28,active
1476,1476,savings,GBP,2022-11-03,active
1477,1477,savings,AUD,2024-06-01,active
1478,1478,savings,AUD,2024-09-16,active
1479,1479,savings,GBP,2024-09-21,suspended
1480,1480,current,EUR,2024-09-24,active
1481,1481,current,CAD,2024-10-05,active
1482,1482,savings,AUD,2023-12-24,active
1483,1483,current,AUD,2024-03-23,active
1484,1484,savings,GBP,2024-11-23,closed
1485,1485,current,EUR,2023-05-07,active
1486,1486,current,CAD,2024-05-20,suspended
1487,1487,savings,GBP,2024-03-19,closed
1488,1488,current,GBP,2024-09-04,active
1489,1489,current,EUR,2024-09-01,active
1490,1490,savings,AUD,2023-10-05,active
1491,1491,current,AUD,2024-08-26,active
1492,1492,savings,CAD,2024-08-19,active
1493,1493,current,AUD,2023-05-10,active
1494,1494,current,CAD,2024-03-21,active
1495,1495,current,AUD,2024-07-07,active
1496,1496,current,GBP,2024-02-29,active
1497,1497,merchant,GBP,2024-10-18,active
1498,1498,current,GBP,2022-10-19,active
1499,1499,current,EUR,2024-07-26,active
1500,1500,current,AUD,2023-09-14,active
1501,1501,current,AUD,2024-10-19,active
1502,1502,savings,CAD,2024-06-20,active
1503,1503,current,AUD,2024-12-30,active
1504,1504,current,EUR,2024-12-22,active
1505,1505,current,GBP,2024-06-07,active
1506,1506,savings,EUR,2024-12-31,active
1507,1507,current,EUR,2022-05-20,active
1508,1508,current,EUR,2024-05-23,active
1509,1509,savings,EUR,2024-03-04,active
1510,1510,current,EUR,2023-12-13,closed
1511,1511,current,GBP,2022-11-30,active
1512,1512,current,AUD,2023-12-02,active
1513,1513,savings,AUD,2023-12-11,active
1514,1514,current,EUR,2024-04-03,active
1515,1515,savings,CAD,2023-11-27,active
1516,1516,current,EUR,2024-07-23,active
1517,1517,current,AUD,2023-09-27,active
1518,1518,savings,GBP,2024-07-17,active
1519,1519,current,AUD,2022-06-19,active
1520,1520,current,GBP,2023-03-01,active
1521,1521,merchant,GBP,2024-05-28,active
1522,1522,merchant,CAD,2024-02-29,active
1523,1523,current,EUR,2024-03-28,active
1524,1524,current,GBP,2024-09-06,active
1525,1525,current,EUR,2024-05-21,active
1526,1526,current,AUD,2024-10-17,active
1527,1527,current,EUR,2022-10-08,active
1528,1528,current,GBP,2023-04-23,active
1529,1529,savings,GBP,2024-08-19,active
1530,1530,merchant,EUR,2024-10-20,active
1531,1531,savings,EUR,2024-01-23,active
1532,1532,current,CAD,2023-10-01,active
1533,1533,current,EUR,2024-08-12,active
1534,1534,current,EUR,2024-05-10,active
1535,1535,current,EUR,2024-06-04,closed
1536,1536,savings,AUD,2024-12-28,active
1537,1537,current,EUR,2023-04-30,active
1538,1538,savings,CAD,2024-04-30,active
1539,1539,savings,AUD,2024-11-10,active
1540,1540,savings,EUR,2024-02-15,closed
1541,1541,current,EUR,2022-12-24,active
1542,1542,savings,CAD,2024-08-14,closed
1543,1543,current,EUR,2024-01-15,active
1544,1544,current,EUR,2024-11-20,active
1545,1545,current,GBP,2024-03-26,active
1546,1546,current,EUR,2024-12-17,active
1547,1547,current,GBP,2024-12-26,active
1548,1548,savings,AUD,2024-10-14,active
1549,1549,savings,EUR,2023-07-29,active
1550,1550,current,EUR,2024-08-27,active
1551,1551,current,EUR,2024-05-16,active
1552,1552,savings,EUR,2024-11-07,active
1553,1553,current,EUR,2024-07-03,active
1554,1554,savings,EUR,2024-11-23,active
1555,1555,current,EUR,2024-06-15,active
1556,1556,current,AUD,2024-12-06,active
1557,1557,current,AUD,2024-08-25,active
1558,1558,savings,GBP,2024-10-07,active
1559,1559,current,EUR,2024-03-24,active
1560,1560,current,CAD,2024-10-18,active
1561,1561,savings,AUD,2023-09-29,active
1562,1562,current,CAD,2024-01-14,active
1563,1563,current,EUR,2024-01-07,active
1564,1564,current,AUD,2023-12-14,active
1565,1565,current,EUR,2024-11-28,active
1566,1566,current,AUD,2024-11-18,active
1567,1567,savings,GBP,2024-04-23,active
1568,1568,savings,EUR,2024-11-21,active
1569,1569,current,GBP,2023-02-15,active
1570,1570,savings,EUR,2023-11-15,active
1571,1571,savings,CAD,2024-12-31,active
1572,1572,current,EUR,2024-08-04,active
1573,1573,savings,GBP,2024-11-13,active
1574,1574,current,CAD,2024-06-28,active
1575,1575,current,EUR,2024-08-26,active
1576,1576,current,CAD,2024-12-15,active
1577,1577,current,AUD,2023-09-03,active
1578,1578,savings,CAD,2023-04-28,active
1579,1579,current,AUD,2023-12-26,active
1580,1580,current,EUR,2024-02-28,active
1581,1581,current,EUR,2024-04-04,active
1582,1582,current,EUR,2024-05-29,active
1583,1583,current,GBP,2022-08-29,active
1584,1584,current,CAD,2024-06-25,active
1585,1585,current,EUR,2024-06-10,active
1586,1586,current,EUR,2024-12-19,active
1587,1587,savings,AUD,2023-12-27,active
1588,1588,savings,AUD,2024-07-11,active
1589,1589,current,CAD,2024-11-29,active
1590,1590,savings,AUD,2024-08-21,suspended
1591,1591,savings,AUD,2024-11-18,active
1592,1592,savings,AUD,2024-07-14,active
1593,1593,current,EUR,2023-03-08,active
1594,1594,current,EUR,2024-09-14,active
1595,1595,savings,AUD,2024-09-02,active
1596,1596,current,GBP,2023-07-07,active
1597,1597,savings,CAD,2024-01-25,active
1598,1598,current,EUR,2024-10-12,active
1599,1599,current,EUR,2024-12-18,active
1600,1600,savings,CAD,2024-07-20,active
1601,1601,current,GBP,2024-07-24,closed
1602,1602,savings,EUR,2024-08-24,active
1603,1603,current,EUR,2024-02-09,active
1604,1604,current,EUR,2024-12-17,active
1605,1605,savings,EUR,2024-03-09,active
1606,1606,current,EUR,2024-12-04,active
1607,1607,current,AUD,2024-12-30,active
1608,1608,current,AUD,2024-11-05,closed
1609,1609,current,EUR,2024-08-13,active
1610,1610,current,EUR,2024-08-10,active
1611,1611,current,GBP,2024-12-28,active
1612,1612,current,EUR,2024-05-15,active
1613,1613,savings,EUR,2023-09-19,active
1614,1614,current,AUD,2024-12-26,active
1615,1615,current,EUR,2024-12-20,active
1616,1616,current,AUD,2022-10-12,active
1617,1617,savings,EUR,2023-01-26,active
1618,1618,current,GBP,2023-01-06,active
1619,1619,savings,CAD,2022-10-02,active
1620,1620,savings,AUD,2022-10-27,active
1621,1621,savings,AUD,2022-05-29,active
1622,1622,merchant,AUD,2023-11-18,active
1623,1623,savings,EUR,2024-01-18,active
1624,1624,savings,EUR,2024-08-08,active
1625,1625,current,AUD,2024-05-02,active
1626,1626,current,EUR,2024-11-20,active
1627,1627,savings,CAD,2022-08-08,suspended
1628,1628,merchant,CAD,2024-12-30,active
1629,1629,current,EUR,2024-10-07,active
1630,1630,current,EUR,2024-11-16,active
1631,1631,current,EUR,2024-06-04,active
1632,1632,current,EUR,2023-03-30,active
1633,1633,current,EUR,2023-08-22,active
1634,1634,current,EUR,2022-10-01,active
1635,1635,savings,AUD,2024-11-03,active
1636,1636,savings,GBP,2024-11-02,active
1637,1637,savings,CAD,2024-12-05,active
1638,1638,current,GBP,2024-11-18,active
1639,1639,savings,EUR,2024-04-25,active
1640,1640,current,EUR,2024-04-01,active
1641,1641,savings,GBP,2024-02-14,suspended
1642,1642,current,EUR,2023-09-01,active
1643,1643,savings,EUR,2024-01-26,active
1644,1644,current,GBP,2023-09-29,active
1645,1645,current,AUD,2024-08-09,active
1646,1646,current,AUD,2023-10-29,suspended
1647,1647,savings,AUD,2024-07-23,active
1648,1648,current,CAD,2024-07-30,active
1649,1649,current,CAD,2024-11-10,active
1650,1650,current,EUR,2022-11-08,active
1651,1651,savings,CAD,2024-09-08,active
1652,1652,current,EUR,2024-10-23,active
1653,1653,savings,EUR,2023-12-29,active
1654,1654,merchant,GBP,2023-08-16,active
1655,1655,current,EUR,2024-09-24,active
1656,1656,current,EUR,2024-12-13,active
1657,1657,current,CAD,2023-06-16,active
1658,1658,current,EUR,2023-08-04,active
1659,1659,current,CAD,2024-07-06,active
1660,1660,current,EUR,2024-01-15,active
1661,1661,current,CAD,2024-11-08,active
1662,1662,current,AUD,2024-12-04,active
1663,1663,savings,CAD,2024-10-19,active
1664,1664,current,AUD,2024-08-22,active
1665,1665,savings,EUR,2024-04-13,active
1666,1666,savings,GBP,2023-12-18,active
1667,1667,current,CAD,2024-05-03,active
1668,1668,current,EUR,2024-05-23,active
1669,1669,merchant,GBP,2024-11-24,active
1670,1670,savings,EUR,2024-06-30,active
1671,1671,savings,AUD,2023-12-19,active
1672,1672,savings,AUD,2023-12-31,active
1673,1673,current,GBP,2024-12-28,active
1674,1674,savings,CAD,2023-04-16,active
1675,1675,current,AUD,2024-02-19,active
1676,1676,savings,EUR,2023-04-20,active
1677,1677,current,CAD,2024-04-02,active
1678,1678,savings,CAD,2024-01-29,active
1679,1679,current,GBP,2024-11-05,active
1680,1680,current,GBP,2024-11-26,active
1681,1681,current,CAD,2022-08-15,active
1682,1682,savings,AUD,2024-12-25,active
1683,1683,savings,GBP,2024-10-12,active
1684,1684,savings,AUD,2024-10-27,active
1685,1685,current,EUR,2024-11-25,active
1686,1686,current,AUD,2024-09-28,active
1687,1687,savings,EUR,2024-12-19,active
1688,1688,savings,EUR,2024-02-19,active
1689,1689,current,EUR,2024-07-23,active
1690,1690,savings,GBP,2024-12-28,active
1691,1691,current,EUR,2024-07-28,active
1692,1692,current,EUR,2024-05-21,active
1693,1693,current,GBP,2023-10-19,active
1694,1694,savings,EUR,2023-03-01,active
1695,1695,current,EUR,2024-03-16,active
1696,1696,savings,GBP,2024-07-07,active
1697,1697,current,GBP,2024-11-01,active
1698,1698,current,CAD,2024-07-23,active
1699,1699,current,EUR,2024-02-21,active
1700,1700,current,EUR,2024-12-30,suspended
1701,1701,merchant,EUR,2024-04-03,active
1702,1702,current,GBP,2024-11-04,active
1703,1703,savings,CAD,2023-04-30,active
1704,1704,current,GBP,2023-03-21,active
1705,1705,current,GBP,2023-10-15,suspended
1706,1706,savings,EUR,2024-08-08,active
1707,1707,current,EUR,2024-06-08,active
1708,1708,current,EUR,2023-06-03,active
1709,1709,savings,EUR,2024-09-08,active
1710,1710,merchant,EUR,2024-12-15,active
1711,1711,current,AUD,2024-01-08,active
1712,1712,current,AUD,2024-10-08,active
1713,1713,current,GBP,2024-12-08,active
1714,1714,current,GBP,2024-05-06,active
1715,1715,savings,CAD,2023-07-11,active
1716,1716,savings,EUR,2023-03-22,active
1717,1717,savings,GBP,2024-07-02,active
1718,1718,savings,EUR,2024-08-08,active
1719,1719,current,EUR,2024-03-13,active
1720,1720,current,EUR,2024-01-16,active
1721,1721,savings,CAD,2023-11-15,active
1722,1722,current,AUD,2024-10-21,active
1723,1723,current,AUD,2024-11-19,active
1724,1724,savings,CAD,2024-03-05,active
1725,1725,current,GBP,2024-12-18,active
1726,1726,savings,EUR,2023-09-24,active
1727,1727,current,GBP,2022-10-07,active
1728,1728,current,EUR,2023-03-20,active
1729,1729,current,CAD,2024-10-14,active
1730,1730,savings,GBP,2024-03-19,active
1731,1731,savings,EUR,2024-12-04,active
1732,1732,savings,CAD,2024-10-20,active
1733,1733,current,EUR,2024-06-10,active
1734,1734,savings,AUD,2023-07-21,active
1735,1735,current,EUR,2023-08-05,active
1736,1736,current,EUR,2024-10-08,active
1737,1737,current,EUR,2024-08-08,active
1738,1738,current,GBP,2024-10-04,suspended
1739,1739,savings,AUD,2024-09-26,active
1740,1740,merchant,AUD,2024-05-03,active
1741,1741,savings,GBP,2024-09-01,active
1742,1742,savings,AUD,2024-03-16,active
1743,1743,savings,AUD,2022-04-14,active
1744,1744,savings,CAD,2024-08-02,active
1745,1745,current,EUR,2022-09-17,active
1746,1746,savings,AUD,2024-08-05,active
1747,1747,current,GBP,2024-07-14,active
1748,1748,current,GBP,2024-11-19,active
1749,1749,current,EUR,2024-04-18,active
1750,1750,current,GBP,2024-03-26,active
1751,1751,savings,EUR,2024-09-19,active
1752,1752,merchant,GBP,2024-11-01,active
1753,1753,merchant,CAD,2024-04-18,active
1754,1754,savings,GBP,2023-07-07,active
1755,1755,savings,AUD,2024-10-21,active
1756,1756,current,EUR,2024-11-27,active
1757,1757,current,GBP,2024-05-08,active
1758,1758,current,EUR,2024-11-19,active
1759,1759,current,EUR,2024-12-16,active
1760,1760,current,EUR,2024-04-11,active
1761,1761,current,EUR,2024-09-04,active
1762,1762,savings,AUD,2024-09-02,active
1763,1763,savings,GBP,2024-10-12,active
1764,1764,current,AUD,2024-11-27,active
1765,1765,current,GBP,2023-09-17,active
1766,1766,savings,EUR,2024-04-30,active
1767,1767,current,GBP,2023-07-24,active
1768,1768,savings,EUR,2024-07-19,active
1769,1769,current,CAD,2024-05-29,active
1770,1770,current,CAD,2024-04-12,active
1771,1771,savings,CAD,2024-07-18,active
1772,1772,savings,AUD,2024-01-20,active
1773,1773,current,AUD,2024-07-22,active
1774,1774,current,AUD,2023-05-01,active
1775,1775,savings,EUR,2024-01-31,active
1776,1776,current,CAD,2024-07-14,active
1777,1777,savings,AUD,2024-12-12,active
1778,1778,current,CAD,2024-07-09,active
1779,1779,current,GBP,2023-02-05,active
1780,1780,current,EUR,2023-12-01,active
1781,1781,savings,AUD,2024-11-29,active
1782,1782,current,AUD,2024-12-21,active
1783,1783,savings,EUR,2024-06-28,active
1784,1784,current,GBP,2024-08-30,active
1785,1785,savings,CAD,2024-09-07,active
1786,1786,savings,GBP,2024-12-30,active
1787,1787,savings,GBP,2024-11-19,active
1788,1788,savings,GBP,2024-02-01,active
1789,1789,savings,AUD,2024-05-21,active
1790,1790,current,EUR,2024-08-20,closed
1791,1791,current,AUD,2024-12-06,active
1792,1792,current,EUR,2024-12-24,active
1793,1793,current,AUD,2022-12-07,active
1794,1794,current,CAD,2024-01-07,active
1795,1795,current,EUR,2023-12-13,active
1796,1796,savings,EUR,2024-10-21,active
1797,1797,current,EUR,2024-10-31,active
1798,1798,current,GBP,2023-08-02,active
1799,1799,current,GBP,2024-05-23,active
1800,1800,current,GBP,2024-09-23,active
1801,1801,current,GBP,2024-11-05,active
1802,1802,current,GBP,2024-08-12,closed
1803,1803,current,EUR,2024-12-22,closed
1804,1804,merchant,EUR,2023-11-01,active
1805,1805,current,EUR,2022-05-10,active
1806,1806,savings,EUR,2024-11-04,active
1807,1807,savings,CAD,2023-10-04,suspended
1808,1808,current,AUD,2024-11-21,active
1809,1809,savings,CAD,2024-11-30,active
1810,1810,savings,EUR,2024-06-23,active
1811,1811,savings,GBP,2022-07-28,active
1812,1812,merchant,GBP,2024-11-08,active
1813,1813,current,GBP,2023-09-27,active
1814,1814,savings,CAD,2024-11-19,active
1815,1815,current,AUD,2024-10-26,active
1816,1816,savings,CAD,2024-07-14,active
1817,1817,savings,AUD,2024-11-19,active
1818,1818,savings,EUR,2023-10-27,active
1819,1819,current,GBP,2023-09-04,suspended
1820,1820,current,CAD,2024-11-20,active
1821,1821,current,EUR,2024-11-02,active
1822,1822,savings,CAD,2024-08-25,active
1823,1823,current,GBP,2024-07-21,active
1824,1824,current,AUD,2023-08-11,active
1825,1825,current,EUR,2024-04-24,active
1826,1826,current,GBP,2023-10-18,active
1827,1827,current,AUD,2024-02-19,active
1828,1828,current,EUR,2024-05-03,active
1829,1829,savings,GBP,2024-01-05,active
1830,1830,current,EUR,2024-10-02,active
1831,1831,savings,EUR,2024-05-30,active
1832,1832,savings,GBP,2024-06-01,active
1833,1833,savings,EUR,2024-09-04,active
1834,1834,savings,AUD,2024-09-20,active
1835,1835,current,EUR,2024-12-02,active
1836,1836,savings,AUD,2024-11-06,active
1837,1837,current,EUR,2024-04-09,active
1838,1838,savings,EUR,2024-11-12,active
1839,1839,current,GBP,2024-02-21,active
1840,1840,current,AUD,2024-08-07,active
1841,1841,savings,GBP,2024-11-15,active
1842,1842,savings,CAD,2024-12-09,active
1843,1843,savings,AUD,2024-04-03,active
1844,1844,current,CAD,2024-08-04,active
1845,1845,savings,CAD,2024-05-10,active
1846,1846,savings,EUR,2024-12-22,active
1847,1847,merchant,GBP,2024-12-30,active
1848,1848,savings,EUR,2024-12-23,active
1849,1849,savings,EUR,2024-09-08,active
1850,1850,savings,EUR,2022-11-25,active
1851,1851,current,CAD,2024-02-04,active
1852,1852,savings,EUR,2024-12-15,active
1853,1853,merchant,EUR,2023-02-22,active
1854,1854,current,EUR,2023-11-26,active
1855,1855,current,EUR,2024-08-07,active
1856,1856,savings,CAD,2024-10-23,active
1857,1857,merchant,EUR,2024-03-19,active
1858,1858,savings,EUR,2024-12-24,active
1859,1859,current,EUR,2024-12-03,active
1860,1860,current,AUD,2022-08-14,active
1861,1861,current,GBP,2024-02-24,active
1862,1862,current,EUR,2024-12-24,active
1863,1863,current,GBP,2023-07-25,active
