merchant_id,merchant_name,category,country,registration_date,risk_tier
454,Ramirez LLC,Travel,Canada,2024-06-25,high
455,"Moses, Green and Simmons",Travel,Australia,2024-02-28,low
456,"Clark, Nichols and Ward",Food & Beverage,Germany,2022-01-10,low
457,Alvarez PLC,Travel,India,2023-08-01,low
458,Cole PLC,Utilities,United States,2024-12-13,low
459,Smith Ltd,Electronics,United States,2022-11-24,low
460,"Campos, Mcbride and Caldwell",Retail,Singapore,2023-06-20,low
461,Schneider Inc,Services,Australia,2023-08-29,low
462,Herrera PLC,Electronics,India,2024-05-11,low
463,"Guerrero, Sawyer and Moss",Entertainment,Singapore,2023-10-16,low
464,"Bradley, Coleman and Willis",Entertainment,Japan,2022-01-30,medium
465,"Frank, Dyer and Duran",Electronics,Japan,2024-02-28,low
466,"Brown, Kaiser and Edwards",Entertainment,Singapore,2022-03-31,high
467,"Warner, Monroe and Garcia",Retail,Australia,2022-02-22,low
468,Becker-King,Travel,Japan,2024-11-13,low
469,Johnson Inc,Electronics,United States,2022-01-01,low
470,"Downs, Fernandez and Stuart",Electronics,India,2022-11-11,low
471,"King, Adams and Conway",Services,Japan,2024-09-08,low
472,"Wong, Vargas and Martin",Entertainment,United States,2023-01-26,low
473,Allen Inc,Travel,United States,2022-05-09,medium
474,Daugherty Ltd,Services,Brazil,2022-12-15,medium
475,"Dunn, Johnson and Mora",Electronics,Brazil,2024-08-15,low
476,Acevedo PLC,Services,Canada,2022-08-20,low
477,Lucero PLC,Travel,Australia,2022-05-19,high
478,"Glass, Joseph and Hawkins",Retail,India,2022-01-06,low
479,Jackson Inc,Entertainment,India,2022-10-02,low
480,Velasquez Inc,Entertainment,Brazil,2023-09-24,low
481,Hall Inc,Entertainment,Japan,2024-04-17,low
482,Brown PLC,Electronics,France,2022-12-10,low
483,Murray-Gray,Services,Germany,2024-09-25,low
484,Kent PLC,Utilities,Brazil,2023-10-26,low
485,"Carlson, Parrish and Gillespie",Travel,United States,2022-10-16,low
486,"Castillo, Hughes and Smith",Electronics,Germany,2024-01-07,low
487,Meyers and Sons,Food & Beverage,India,2022-11-01,medium
488,Reyes-Davis,Electronics,France,2024-03-30,low
489,Lowery and Sons,Travel,Singapore,2022-06-17,low
490,"Roberts, Flores and Sanchez",Retail,Australia,2023-10-20,medium
491,Lawrence Inc,Healthcare,Australia,2023-03-02,low
492,Hill-Logan,Entertainment,Brazil,2024-04-18,low
493,"May, Lee and Parker",Retail,Brazil,2023-09-02,low
494,"Stewart, Rhodes and Davis",Healthcare,Brazil,2023-11-03,low
495,Gonzalez Inc,Entertainment,United States,2023-01-19,low
496,Conley-Powell,Travel,France,2023-11-04,medium
497,Smith LLC,Travel,United Kingdom,2022-09-05,low
498,Cisneros-Chapman,Entertainment,Japan,2023-07-27,low
499,Flowers-Rivera,Utilities,Japan,2024-09-17,low
500,"Williams, Reynolds and Prince",Utilities,United States,2022-04-01,low
501,Henderson-Davis,Entertainment,Singapore,2023-01-12,low
502,Stein Group,Services,Australia,2022-02-15,high
503,Evans-Miller,Healthcare,Canada,2022-02-13,low
504,Padilla and Sons,Retail,Australia,2024-07-24,low
505,Smith-Griffin,Travel,Brazil,2024-10-16,low
506,Garcia-Mendez,Electronics,Australia,2024-07-03,low
507,"Adams, Montgomery and Williams",Entertainment,Brazil,2022-09-21,low
508,"Smith, Mejia and Wolf",Food & Beverage,Singapore,2024-10-21,low
509,Barnes-Harris,Utilities,Singapore,2022-01-28,low
510,"Taylor, Ferguson and Bradley",Food & Beverage,Japan,2022-08-16,low
511,"Sullivan, Price and Stevens",Electronics,Singapore,2022-11-09,low
512,Rice PLC,Entertainment,France,2023-08-08,low
513,Grant-Meyer,Retail,United States,2022-10-05,high
514,"Knight, Kennedy and Cooley",Food & Beverage,United Kingdom,2022-03-23,low
515,"Davidson, Harrington and Jones",Healthcare,Canada,2023-09-24,low
516,Watson PLC,Services,United States,2024-01-07,low
517,White-Chavez,Healthcare,India,2022-11-23,low
518,Hudson Group,Healthcare,India,2023-08-15,low
519,Steele and Sons,Electronics,United States,2024-12-24,low
520,Johnson Inc,Healthcare,Canada,2022-03-02,medium
521,Reynolds Ltd,Travel,United States,2022-03-17,low
522,Gibson-Richmond,Services,Germany,2023-07-01,low
523,"Ray, Guerra and Lopez",Utilities,United Kingdom,2024-10-31,low
524,Turner Inc,Utilities,Canada,2022-04-04,low
525,"Bond, Juarez and Baird",Entertainment,Germany,2022-02-01,low
526,"Richardson, Taylor and Jones",Healthcare,Australia,2024-07-24,low
527,Ward-Dixon,Services,Japan,2023-01-19,medium
528,Murray Group,Healthcare,Singapore,2023-12-06,medium
529,Mccarthy-Lambert,Food & Beverage,Australia,2023-12-12,low
530,Freeman Group,Services,Japan,2023-10-26,medium
531,"Lopez, Jones and Weaver",Food & Beverage,United States,2024-05-22,low
532,"Arnold, Ramirez and Franklin",Utilities,Japan,2024-09-03,low
533,"Powell, Taylor and Adams",Services,France,2024-11-10,low
534,Thomas Group,Electronics,United States,2022-04-16,low
535,Hunt-Jones,Food & Beverage,Australia,2023-06-19,low
536,Shepherd LLC,Utilities,Australia,2023-05-26,low
537,"Simon, Adams and Anderson",Healthcare,Brazil,2024-11-09,low
538,"Reed, Carter and Tucker",Utilities,Japan,2023-08-10,low
539,Flores PLC,Retail,France,2022-08-31,low
540,Smith PLC,Utilities,Australia,2022-03-14,low
541,Martinez LLC,Services,Germany,2023-02-06,low
542,Rivas-Page,Services,Brazil,2023-11-17,low
543,Hurley Inc,Travel,Japan,2022-08-02,low
544,Chen and Sons,Travel,Germany,2024-12-31,low
545,"Roach, Ortiz and Sampson",Food & Beverage,Brazil,2023-12-15,low
546,Jackson-Wilcox,Utilities,Canada,2022-12-31,low
547,Abbott-Harrison,Travel,Germany,2023-05-20,medium
548,Gordon PLC,Entertainment,France,2022-06-06,low
549,"Murphy, Griffith and Cobb",Healthcare,India,2022-06-28,low
550,Brown Group,Retail,United Kingdom,2024-02-12,low
551,"Pearson, Gaines and Black",Healthcare,France,2023-02-01,low
552,Barker Ltd,Utilities,Japan,2022-01-06,medium
553,Allen-Taylor,Food & Beverage,Brazil,2022-11-14,low
554,Jones-David,Utilities,Germany,2024-05-01,low
555,"Glass, Norton and Brooks",Utilities,India,2023-06-02,high
556,Jones-Hartman,Electronics,France,2024-09-09,low
557,"May, Mullins and Brown",Electronics,Japan,2024-05-05,low
558,Andrews Inc,Travel,Japan,2024-09-11,low
559,"Thompson, Marshall and Aguirre",Services,France,2023-10-10,low
560,"Miller, Lopez and Miller",Retail,Japan,2023-08-23,low
561,Manning and Sons,Services,Australia,2022-11-29,low
562,Brown-Hudson,Healthcare,Brazil,2022-03-16,low
563,Williams Group,Retail,Australia,2023-02-01,low
564,Pacheco PLC,Entertainment,Singapore,2022-02-10,low
565,Becker-Smith,Healthcare,France,2022-05-08,low
566,Scott-Haynes,Utilities,Australia,2024-01-23,low
567,"Miller, Gordon and Glover",Healthcare,Singapore,2023-10-20,low
568,"Dawson, Lyons and Perez",Travel,Canada,2024-05-01,low
569,"Thomas, Bradley and Mcdonald",Electronics,United States,2024-10-12,low
570,"Peters, Lewis and Mathews",Healthcare,Germany,2022-08-12,low
571,Anderson-Scott,Electronics,Australia,2023-09-21,low
572,Miranda-Gutierrez,Electronics,France,2023-11-03,low
573,"Davis, Weber and Le",Entertainment,Germany,2022-12-28,low
574,Madden and Sons,Retail,Canada,2023-08-15,low
575,Shepherd-Miller,Healthcare,United Kingdom,2022-07-28,low
576,"Ayala, Johnson and Cook",Entertainment,India,2023-07-07,low
577,Bell PLC,Food & Beverage,United Kingdom,2023-08-03,low
578,"Bishop, Walker and White",Services,Germany,2022-10-02,low
579,Stafford-Lewis,Retail,Canada,2023-02-25,low
580,"Ward, Scott and Gallagher",Utilities,United States,2022-09-23,low
581,Rogers and Sons,Travel,United States,2024-02-18,low
582,Moreno-Sullivan,Healthcare,Singapore,2023-04-21,low
583,Werner-Graham,Utilities,Germany,2023-03-02,low
584,"Patterson, Lee and Kelley",Services,United States,2023-01-07,low
585,"Davies, Macdonald and Galvan",Services,Germany,2023-05-19,low
586,"Lee, Torres and Thompson",Services,France,2022-06-01,low
587,Reyes Ltd,Entertainment,Brazil,2024-10-11,low
588,Sullivan-Taylor,Entertainment,Australia,2022-11-05,low
589,Rivera Inc,Travel,France,2023-04-12,medium
590,Velasquez-Mcintosh,Travel,India,2022-09-25,low
591,"Williams, Ward and Harvey",Services,Japan,2024-01-20,low
592,Miller-Woodward,Utilities,Japan,2024-01-15,low
593,Harris and Sons,Retail,Canada,2023-05-19,low
594,"Summers, Wheeler and Fernandez",Healthcare,Canada,2022-12-12,low
595,Barrera-Nguyen,Food & Beverage,Australia,2023-05-01,low
596,Snyder Ltd,Services,United Kingdom,2022-08-26,high
597,Cross-Wade,Retail,United States,2023-06-30,low
598,"Garcia, Hall and Tapia",Entertainment,India,2024-01-16,low
599,Ford PLC,Entertainment,Germany,2023-07-03,low
600,Davis-Andersen,Healthcare,United States,2024-02-06,low
601,Thomas LLC,Electronics,Germany,2023-11-16,low
602,"Dunlap, Fleming and Brown",Food & Beverage,Singapore,2023-05-07,low
603,"Thompson, Schultz and Sullivan",Travel,Japan,2022-11-12,low
604,"Watson, Hall and Roth",Electronics,Brazil,2024-06-17,low
605,Hale-Miller,Services,Brazil,2022-03-28,low
606,Bolton Inc,Food & Beverage,Australia,2024-09-27,low
607,"Taylor, Kim and Edwards",Electronics,Germany,2024-12-10,low
608,"Howard, Hayden and Smith",Entertainment,Singapore,2024-03-06,low
609,Malone-Lyons,Utilities,United States,2023-09-15,low
610,Miller Inc,Food & Beverage,United States,2022-07-30,low
611,Lewis-Ball,Food & Beverage,United States,2023-11-14,low
612,Knox LLC,Services,Australia,2023-10-24,low
613,"Parks, Chapman and Alexander",Retail,Singapore,2023-10-24,low
614,"Morgan, Kim and Williams",Services,Brazil,2024-10-14,medium
615,Garcia-Ramos,Entertainment,Canada,2023-02-18,low
616,Richard Group,Entertainment,United States,2023-06-01,low
617,"Pierce, Galvan and Erickson",Retail,Singapore,2023-05-05,low
618,"Craig, Schneider and Mcintyre",Travel,United States,2024-05-29,medium
619,"Potter, Jones and Smith",Healthcare,United Kingdom,2023-05-20,low
620,Roberts-Byrd,Electronics,Australia,2022-06-10,low
621,Booker Ltd,Travel,France,2022-10-29,low
622,Harris PLC,Entertainment,Japan,2024-03-25,low
623,Smith LLC,Entertainment,Germany,2022-11-20,low
624,Pace and Sons,Travel,France,2022-01-05,low
625,Williams-Carr,Entertainment,France,2023-11-07,low
626,Brown-Daniels,Entertainment,France,2022-11-16,low
627,"Austin, Davis and Walker",Electronics,United States,2022-11-01,low
628,"Rogers, Gilbert and Mcclain",Entertainment,United States,2022-01-31,low
629,"Howard, Wolf and Sanchez",Electronics,Canada,2024-07-05,low
630,Parks-Peterson,Entertainment,Japan,2022-11-26,low
631,Ward Inc,Electronics,Australia,2022-05-06,low
632,Brown Group,Healthcare,Brazil,2022-07-16,low
633,"Shepard, Smith and Smith",Electronics,Australia,2023-04-17,low
634,"Patterson, Sloan and Holloway",Food & Beverage,Singapore,2022-08-27,low
635,Jones Group,Healthcare,Singapore,2023-01-12,low
636,"Gonzales, Baker and Osborne",Utilities,Singapore,2024-09-26,low
637,Ferrell PLC,Utilities,United States,2024-07-19,low
638,Benson-Martinez,Food & Beverage,Germany,2024-02-09,low
639,Bates PLC,Utilities,United States,2023-01-23,low
640,Parker-Hale,Healthcare,United States,2022-04-21,low
641,Atkins-Smith,Electronics,Singapore,2022-04-23,low
642,Henry-Bennett,Electronics,United Kingdom,2023-11-16,low
643,Cook Inc,Entertainment,Singapore,2022-05-22,low
644,Martin LLC,Electronics,Singapore,2023-01-19,low
645,Jones and Sons,Utilities,Australia,2024-08-21,low
646,Edwards-Anderson,Healthcare,Germany,2023-01-09,low
647,White-Rodriguez,Electronics,Japan,2022-11-16,low
648,"Scott, Perkins and Burton",Services,Canada,2022-11-24,low
649,"Valentine, Park and Hernandez",Entertainment,Japan,2023-04-02,low
650,Parker Inc,Travel,Germany,2024-10-21,medium
651,Smith Inc,Food & Beverage,Canada,2022-12-01,low
652,"Williams, Jacobson and Fisher",Retail,Singapore,2022-10-24,low
653,"Williams, Sanchez and Walsh",Retail,Brazil,2023-08-20,medium
654,"Peters, Gutierrez and King",Retail,United Kingdom,2023-07-24,low
655,Hernandez Inc,Entertainment,France,2023-11-25,medium
656,Cruz Group,Entertainment,Brazil,2022-11-14,low
657,Norton PLC,Food & Beverage,Singapore,2024-06-25,low
658,Campbell Ltd,Electronics,Brazil,2023-04-10,medium
659,Rosario-Mclean,Food & Beverage,United States,2023-07-27,low
660,Cook-Walter,Entertainment,Brazil,2023-01-23,low
661,"Hawkins, Hendrix and Hayes",Healthcare,France,2022-08-20,low
662,"Valencia, Miller and Watkins",Electronics,Australia,2023-04-25,low
663,"Wise, Collins and Foster",Healthcare,Japan,2024-01-18,low
664,Ashley and Sons,Travel,Brazil,2022-02-14,low
665,Lambert-Khan,Retail,Brazil,2023-07-03,low
666,Dyer and Sons,Healthcare,Australia,2023-12-09,low
667,Wood-Meyer,Entertainment,Australia,2024-09-03,low
668,Scott Group,Entertainment,Germany,2022-01-29,low
669,Neal and Sons,Retail,Japan,2024-05-12,medium
670,Solomon Inc,Travel,Japan,2024-06-11,low
671,Owen and Sons,Utilities,Japan,2023-09-03,low
672,Reeves PLC,Healthcare,France,2024-08-13,low
673,White Group,Food & Beverage,Canada,2022-07-20,low
674,"Bernard, Garcia and Pope",Electronics,Australia,2024-02-19,medium
675,"Keller, Jones and Meadows",Retail,Japan,2024-02-20,low
676,"Floyd, Boyd and Browning",Entertainment,India,2022-01-02,low
677,"Smith, Diaz and Davis",Food & Beverage,Canada,2024-01-26,low
678,Mejia PLC,Utilities,United Kingdom,2022-08-15,low
679,Lewis-Watson,Retail,Australia,2023-12-29,low
680,"Pierce, Cross and Gilmore",Entertainment,France,2022-05-27,low
681,"Brady, Vaughn and Ruiz",Services,India,2024-05-11,medium
682,"Vazquez, James and Black",Retail,Brazil,2023-06-28,medium
683,"Williams, Riddle and Morgan",Food & Beverage,Brazil,2024-04-03,low
684,Mendoza Ltd,Retail,Germany,2023-02-15,low
685,"Hodge, Jones and Werner",Utilities,Canada,2023-08-15,low
686,"Bender, Romero and Perkins",Food & Beverage,Germany,2022-11-16,low
687,Lara LLC,Food & Beverage,France,2023-04-06,low
688,Ali-Collins,Services,United Kingdom,2023-08-28,high
689,Sandoval PLC,Utilities,United States,2023-03-02,low
690,Jackson Group,Food & Beverage,Canada,2023-06-30,low
691,Smith and Sons,Travel,United States,2022-05-14,low
692,"Lewis, Phillips and Anderson",Services,Japan,2023-05-22,low
693,Taylor and Sons,Retail,Brazil,2024-01-18,low
694,King LLC,Travel,Canada,2022-12-01,high
695,Freeman-Ramirez,Entertainment,Singapore,2023-07-19,low
696,Simon Ltd,Utilities,India,2024-08-07,low
697,"Adkins, Jones and Dickson",Healthcare,Singapore,2023-08-18,low
698,Ray-Page,Services,Germany,2022-03-17,low
699,"Smith, Martinez and Burton",Retail,India,2024-12-09,low
700,Anderson Ltd,Retail,United Kingdom,2022-03-17,low
701,Irwin LLC,Utilities,France,2024-12-08,low
702,"Dominguez, Robinson and Anderson",Food & Beverage,Singapore,2023-09-01,medium
703,"Gonzales, Howard and Arias",Travel,United Kingdom,2024-11-08,low
704,"Liu, Sanchez and Robbins",Retail,United States,2023-07-27,low
705,Roach and Sons,Travel,United States,2022-05-07,low
706,"Davis, Rogers and Williams",Electronics,United Kingdom,2023-08-24,medium
707,Foster-Smith,Entertainment,United States,2023-08-04,low
708,Cooper PLC,Electronics,United States,2024-04-28,low
709,Donovan Group,Utilities,United Kingdom,2022-09-24,low
710,Stevens-Sanders,Healthcare,United States,2023-07-17,low
711,"Davis, Medina and Anderson",Electronics,United Kingdom,2022-03-01,low
712,Sutton Ltd,Food & Beverage,United States,2023-03-21,low
713,Ewing Inc,Healthcare,Japan,2023-10-11,low
714,Fleming-Hess,Services,United States,2024-05-31,low
715,"Jones, Evans and Grimes",Food & Beverage,United Kingdom,2023-07-02,low
716,Valencia and Sons,Electronics,Australia,2022-05-28,low
717,"Curry, Schmidt and Wilson",Retail,Brazil,2023-12-21,low
718,Baker Ltd,Entertainment,India,2024-08-29,low
719,"Nicholson, Jones and Hughes",Entertainment,United Kingdom,2023-12-03,low
720,Hernandez Inc,Services,United Kingdom,2022-08-03,medium
721,Mcmillan Group,Travel,United Kingdom,2022-06-12,medium
722,Smith-Brown,Services,Canada,2024-08-22,low
723,Grant-Richardson,Utilities,Germany,2024-01-28,low
724,Skinner-Solomon,Utilities,United Kingdom,2022-03-15,low
725,Finley-Wiley,Services,Australia,2022-01-22,low
726,Reyes Ltd,Healthcare,Canada,2023-10-13,low
727,Spears-Miller,Travel,United States,2024-10-14,low
728,"Brock, Cox and Brown",Travel,Canada,2022-10-26,low
729,"Mitchell, Hines and Scott",Entertainment,Australia,2022-03-07,low
730,"Johnson, Sanford and Myers",Utilities,Australia,2022-12-29,low
731,Cohen PLC,Retail,Japan,2024-11-25,low
732,Love PLC,Retail,Brazil,2024-05-27,low
733,Cooper-Turner,Entertainment,Australia,2023-04-17,low
734,"Bennett, Chavez and Anderson",Services,United States,2022-07-23,low
735,Cruz Group,Electronics,United Kingdom,2022-07-21,medium
736,Davis and Sons,Utilities,United States,2022-02-22,low
737,Robinson-Jenkins,Travel,Canada,2024-07-14,medium
738,Gillespie Ltd,Travel,Brazil,2022-10-05,low
739,Everett-Peters,Entertainment,Japan,2024-12-02,low
740,Adams-Hernandez,Utilities,United Kingdom,2023-11-18,low
741,"Robertson, Palmer and Mercado",Utilities,Brazil,2022-11-04,low
742,Ferguson Group,Utilities,Germany,2023-09-03,low
743,"Clements, Williamson and Singh",Retail,Canada,2024-04-09,low
744,Hernandez-Allen,Entertainment,India,2023-05-13,low
745,Solomon-Dawson,Services,Brazil,2024-03-17,low
746,"Burke, Fleming and Baker",Utilities,Japan,2022-05-09,medium
747,Castro and Sons,Retail,Australia,2022-05-24,medium
748,Cortez LLC,Entertainment,Brazil,2022-10-05,low
749,Dickson-Lopez,Healthcare,Canada,2023-07-10,low
750,Estrada-Diaz,Services,India,2024-08-22,low
751,Walker LLC,Electronics,Singapore,2024-07-21,low
752,Avery Inc,Travel,United States,2024-10-07,low
753,"Allen, Miller and Davenport",Entertainment,France,2022-04-21,low
754,"Rice, Sullivan and Brooks",Electronics,Australia,2022-06-20,low
755,"Adams, Boyer and Osborne",Electronics,Germany,2022-07-18,high
756,Hendricks-Elliott,Healthcare,Brazil,2023-01-01,low
757,Porter-Flynn,Entertainment,Germany,2024-06-04,low
758,Matthews-Jacobson,Services,Canada,2022-02-03,low
759,Griffith-Bender,Entertainment,Brazil,2023-10-29,low
760,"Rogers, Gonzalez and Rasmussen",Entertainment,Singapore,2024-04-01,low
761,Wood-Kennedy,Services,Brazil,2024-05-16,low
762,Long-Velazquez,Travel,United States,2023-07-09,low
763,"Frank, Reyes and Roman",Electronics,Brazil,2022-02-25,low
764,Clark-Ramirez,Entertainment,India,2024-03-11,medium
765,Thompson LLC,Electronics,Singapore,2022-02-12,low
766,Johnson-Wolfe,Services,Germany,2023-02-28,low
767,Armstrong PLC,Food & Beverage,United States,2024-03-12,low
768,Romero-Briggs,Services,India,2024-05-26,low
769,Hodges PLC,Food & Beverage,Australia,2022-02-10,low
770,Morris LLC,Retail,United States,2023-11-27,low
771,"James, Turner and Griffin",Retail,Brazil,2022-04-20,low
772,Castaneda and Sons,Retail,Singapore,2023-01-18,low
773,Chavez LLC,Retail,Australia,2024-01-30,medium
774,Allen Ltd,Utilities,France,2022-06-09,low
775,"Archer, Baker and Cruz",Utilities,United Kingdom,2022-09-17,low
776,Williams-Contreras,Services,United Kingdom,2024-03-14,low
777,Curtis-Silva,Retail,Canada,2022-03-28,low
778,Sparks and Sons,Travel,Brazil,2022-08-29,low
779,Velasquez-Turner,Travel,France,2023-03-08,low
780,Mercado-Lewis,Utilities,Brazil,2022-01-30,low
781,Chavez Group,Travel,India,2024-06-25,low
782,Barrett Group,Travel,United Kingdom,2024-09-06,low
783,Garcia Ltd,Food & Beverage,Australia,2022-02-17,medium
784,Johnson Ltd,Retail,France,2023-01-21,low
785,"Simon, Simpson and Schmidt",Food & Beverage,Germany,2022-08-04,low
786,Gillespie-Thomas,Healthcare,Australia,2022-09-28,medium
787,Miller Ltd,Food & Beverage,United States,2023-05-23,low
788,"Griffin, Hendricks and Hawkins",Services,United States,2023-02-10,medium
789,Moore-Cox,Retail,Germany,2024-05-19,low
790,"Ramirez, Kemp and Hamilton",Services,India,2024-01-08,medium
791,"Salinas, Green and Richard",Healthcare,Australia,2023-02-21,low
792,"Zamora, Jimenez and Rodriguez",Food & Beverage,United Kingdom,2023-10-09,low
793,Day and Sons,Healthcare,France,2023-02-18,low
794,"Peck, Rhodes and Holt",Entertainment,India,2022-01-03,low
795,Hogan-Hutchinson,Entertainment,United States,2024-07-27,low
796,Walker Group,Retail,Germany,2024-10-05,low
797,Chavez-Ray,Retail,United Kingdom,2022-01-07,low
798,Fleming-Russell,Entertainment,United States,2024-10-26,low
799,Mcdonald Inc,Electronics,France,2022-07-18,low
800,Bartlett-Brewer,Services,United States,2022-02-20,low
