flag_id,transaction_id,flagged_date,flag_reason,is_resolved,resolved_date
689,61739,2024-12-25 10:47:06,Card-Not-Present Anomaly,True,2025-01-01 10:47:06
690,20953,2024-06-28 13:41:43,Mismatched Billing Details,True,2024-07-01 13:41:43
691,79770,2024-12-18 21:46:35,Velocity Limit Exceeded,True,2024-12-24 21:46:35
692,5437,2024-12-25 22:42:20,Suspicious Amount Spike,True,2024-12-31 22:42:20
693,40903,2024-12-18 07:34:51,Mismatched Billing Details,True,2024-12-21 07:34:51
694,14364,2024-12-31 19:56:43,Card-Not-Present Anomaly,True,2025-01-01 19:56:43
695,41212,2024-10-22 15:49:15,Suspicious Amount Spike,True,2024-10-26 15:49:15
696,50983,2023-08-14 19:28:09,Mismatched Billing Details,True,2023-08-17 19:28:09
697,71209,2024-10-03 09:35:57,Card-Not-Present Anomaly,True,2024-10-09 09:35:57
698,79269,2024-11-06 09:44:32,Card-Not-Present Anomaly,True,2024-11-08 09:44:32
699,32595,2024-11-29 02:05:36,Velocity Limit Exceeded,True,2024-12-03 02:05:36
700,42554,2023-06-16 22:55:03,Card-Not-Present Anomaly,True,2023-06-18 22:55:03
701,68639,2024-11-05 10:01:48,Card-Not-Present Anomaly,True,2024-11-10 10:01:48
702,31901,2024-06-18 01:45:46,High Risk Country Match,True,2024-06-21 01:45:46
703,59410,2024-11-06 15:30:25,Velocity Limit Exceeded,True,2024-11-08 15:30:25
704,14158,2024-12-02 22:01:35,Mismatched Billing Details,True,2024-12-07 22:01:35
705,70920,2024-09-02 03:44:51,Velocity Limit Exceeded,True,2024-09-06 03:44:51
706,17338,2024-02-28 14:56:05,Mismatched Billing Details,True,2024-03-06 14:56:05
707,77016,2024-11-14 07:38:48,High Risk Country Match,True,2024-11-17 07:38:48
708,77497,2024-12-14 13:29:05,Suspicious Amount Spike,True,2024-12-15 13:29:05
709,28560,2024-12-31 17:25:57,Velocity Limit Exceeded,True,2025-01-01 17:25:57
710,50604,2024-09-04 10:07:58,Card-Not-Present Anomaly,True,2024-09-06 10:07:58
711,61175,2024-12-13 15:09:17,Velocity Limit Exceeded,True,2024-12-16 15:09:17
712,62916,2024-11-09 18:21:39,High Risk Country Match,True,2024-11-10 18:21:39
713,53739,2024-12-28 15:44:03,Card-Not-Present Anomaly,True,2024-12-29 15:44:03
714,48801,2024-03-18 18:33:05,High Risk Country Match,True,2024-03-23 18:33:05
715,56846,2024-05-21 07:28:13,High Risk Country Match,True,2024-05-28 07:28:13
716,41658,2024-01-01 15:21:09,Mismatched Billing Details,True,2024-01-03 15:21:09
717,21907,2024-12-15 05:14:08,Suspicious Amount Spike,True,2024-12-20 05:14:08
718,14537,2024-12-29 03:03:08,Suspicious Amount Spike,True,2025-01-04 03:03:08
719,64871,2024-12-02 03:34:17,High Risk Country Match,True,2024-12-05 03:34:17
720,76136,2024-11-09 12:48:06,High Risk Country Match,True,2024-11-14 12:48:06
721,362,2024-09-25 15:42:20,Suspicious Amount Spike,True,2024-10-01 15:42:20
722,76441,2024-12-06 05:45:07,High Risk Country Match,True,2024-12-08 05:45:07
723,79722,2024-12-27 17:19:46,Suspicious Amount Spike,True,2025-01-03 17:19:46
724,72817,2024-11-03 09:56:19,Suspicious Amount Spike,True,2024-11-07 09:56:19
725,60874,2024-09-07 06:30:50,Card-Not-Present Anomaly,True,2024-09-10 06:30:50
726,20951,2024-10-17 10:53:35,High Risk Country Match,True,2024-10-18 10:53:35
727,17407,2024-12-12 13:40:34,Suspicious Amount Spike,True,2024-12-18 13:40:34
728,53173,2024-12-26 09:35:56,Mismatched Billing Details,True,2024-12-28 09:35:56
729,62034,2024-12-01 20:26:04,Card-Not-Present Anomaly,True,2024-12-02 20:26:04
730,26676,2023-09-02 13:32:05,High Risk Country Match,True,2023-09-09 13:32:05
731,66478,2024-07-02 04:57:39,Mismatched Billing Details,True,2024-07-09 04:57:39
732,61944,2024-12-24 21:23:44,Card-Not-Present Anomaly,True,2024-12-26 21:23:44
733,41254,2023-07-09 12:02:21,Card-Not-Present Anomaly,True,2023-07-13 12:02:21
734,61851,2024-08-23 20:23:55,High Risk Country Match,True,2024-08-30 20:23:55
735,67643,2024-12-28 06:35:55,Mismatched Billing Details,True,2024-12-31 06:35:55
736,17466,2024-08-26 18:54:18,High Risk Country Match,True,2024-08-28 18:54:18
737,41670,2024-10-07 13:41:49,Velocity Limit Exceeded,True,2024-10-14 13:41:49
738,17397,2024-12-05 16:06:13,Suspicious Amount Spike,True,2024-12-08 16:06:13
739,9219,2024-11-23 07:49:50,Card-Not-Present Anomaly,True,2024-11-24 07:49:50
740,43190,2024-05-29 20:38:04,Velocity Limit Exceeded,True,2024-05-30 20:38:04
741,72915,2023-09-24 01:25:32,Velocity Limit Exceeded,True,2023-09-28 01:25:32
742,67517,2024-12-23 16:07:52,Suspicious Amount Spike,True,2024-12-26 16:07:52
743,1700,2024-12-16 18:14:03,Velocity Limit Exceeded,True,2024-12-23 18:14:03
744,46215,2023-10-23 09:52:50,Velocity Limit Exceeded,True,2023-10-25 09:52:50
745,18829,2024-01-28 21:32:42,Card-Not-Present Anomaly,True,2024-02-04 21:32:42
746,16365,2024-11-02 04:13:10,Velocity Limit Exceeded,True,2024-11-09 04:13:10
747,38335,2024-07-31 00:48:28,Velocity Limit Exceeded,True,2024-08-04 00:48:28
748,52962,2024-07-13 15:03:33,Suspicious Amount Spike,True,2024-07-14 15:03:33
749,38114,2023-10-23 22:03:44,Card-Not-Present Anomaly,True,2023-10-30 22:03:44
750,69730,2024-11-25 22:45:29,Velocity Limit Exceeded,True,2024-11-29 22:45:29
751,52124,2023-06-01 10:58:58,Card-Not-Present Anomaly,True,2023-06-04 10:58:58
752,1088,2024-08-11 03:27:21,Mismatched Billing Details,True,2024-08-15 03:27:21
753,46899,2024-12-18 09:58:59,Card-Not-Present Anomaly,True,2024-12-25 09:58:59
754,41988,2024-07-02 18:21:53,Mismatched Billing Details,True,2024-07-05 18:21:53
755,600,2024-10-04 22:04:42,Velocity Limit Exceeded,True,2024-10-10 22:04:42
756,69612,2024-09-27 00:52:14,Suspicious Amount Spike,True,2024-10-02 00:52:14
757,12936,2023-09-17 14:00:29,High Risk Country Match,True,2023-09-18 14:00:29
758,30578,2024-11-21 14:08:21,Mismatched Billing Details,True,2024-11-24 14:08:21
759,2463,2024-08-31 17:02:00,Mismatched Billing Details,True,2024-09-07 17:02:00
760,33741,2024-09-11 00:03:37,High Risk Country Match,True,2024-09-13 00:03:37
761,56201,2024-09-05 10:01:12,High Risk Country Match,True,2024-09-11 10:01:12
762,8674,2024-12-14 08:43:42,Card-Not-Present Anomaly,True,2024-12-16 08:43:42
763,19610,2024-10-23 19:06:09,Velocity Limit Exceeded,True,2024-10-27 19:06:09
764,34117,2023-06-26 02:05:23,Suspicious Amount Spike,True,2023-07-03 02:05:23
765,34720,2024-12-30 13:25:52,Velocity Limit Exceeded,True,2024-12-31 13:25:52
766,43872,2024-12-05 01:17:18,Suspicious Amount Spike,True,2024-12-09 01:17:18
767,43661,2024-07-19 10:30:09,High Risk Country Match,True,2024-07-22 10:30:09
768,41060,2024-05-03 23:21:07,Velocity Limit Exceeded,True,2024-05-09 23:21:07
769,18204,2024-12-08 15:01:44,Card-Not-Present Anomaly,True,2024-12-13 15:01:44
770,1363,2024-12-31 21:26:30,Mismatched Billing Details,True,2025-01-06 21:26:30
771,79820,2023-03-04 06:45:53,Velocity Limit Exceeded,True,2023-03-11 06:45:53
772,79248,2024-11-29 10:45:52,Mismatched Billing Details,True,2024-12-01 10:45:52
773,33401,2024-05-29 01:28:00,High Risk Country Match,True,2024-06-03 01:28:00
774,66112,2024-12-19 03:10:42,Suspicious Amount Spike,True,2024-12-24 03:10:42
775,56142,2022-11-13 06:12:31,Suspicious Amount Spike,True,2022-11-16 06:12:31
776,18633,2024-12-21 23:09:15,Mismatched Billing Details,True,2024-12-28 23:09:15
777,60662,2024-11-07 21:07:21,Suspicious Amount Spike,True,2024-11-08 21:07:21
778,42925,2024-12-27 10:35:58,Velocity Limit Exceeded,True,2024-12-29 10:35:58
779,37725,2024-11-14 18:41:06,Velocity Limit Exceeded,True,2024-11-17 18:41:06
780,48896,2024-02-15 17:24:38,High Risk Country Match,True,2024-02-17 17:24:38
781,20472,2024-06-30 01:35:19,Suspicious Amount Spike,True,2024-07-05 01:35:19
782,24024,2024-10-03 04:31:27,Card-Not-Present Anomaly,True,2024-10-04 04:31:27
783,11769,2024-12-05 04:59:45,Card-Not-Present Anomaly,True,2024-12-08 04:59:45
784,27627,2023-07-27 19:57:57,Suspicious Amount Spike,True,2023-08-02 19:57:57
785,10969,2024-07-15 17:17:12,Card-Not-Present Anomaly,True,2024-07-16 17:17:12
786,59946,2023-09-30 17:12:00,High Risk Country Match,True,2023-10-06 17:12:00
787,52858,2024-12-05 02:23:23,Mismatched Billing Details,True,2024-12-07 02:23:23
788,574,2024-12-17 11:41:53,Card-Not-Present Anomaly,True,2024-12-18 11:41:53
789,45502,2024-12-26 08:49:08,Suspicious Amount Spike,True,2024-12-29 08:49:08
790,72345,2024-06-20 08:53:45,Velocity Limit Exceeded,True,2024-06-21 08:53:45
791,49644,2024-12-31 10:44:29,Card-Not-Present Anomaly,True,2025-01-01 10:44:29
792,48305,2024-12-13 03:54:08,Velocity Limit Exceeded,True,2024-12-19 03:54:08
793,46570,2024-12-03 16:01:28,Velocity Limit Exceeded,True,2024-12-10 16:01:28
794,13298,2024-08-03 22:04:52,Mismatched Billing Details,True,2024-08-09 22:04:52
795,77121,2022-08-31 19:40:27,High Risk Country Match,True,2022-09-03 19:40:27
796,70964,2024-12-01 17:07:43,Card-Not-Present Anomaly,True,2024-12-07 17:07:43
797,28424,2024-12-10 01:20:22,Card-Not-Present Anomaly,True,2024-12-15 01:20:22
798,4099,2024-12-23 22:15:31,Card-Not-Present Anomaly,True,2024-12-28 22:15:31
799,50851,2024-11-23 04:45:10,High Risk Country Match,True,2024-11-27 04:45:10
800,38755,2024-02-16 02:18:06,Velocity Limit Exceeded,True,2024-02-20 02:18:06
801,73114,2024-01-12 10:09:02,Card-Not-Present Anomaly,True,2024-01-19 10:09:02
802,47283,2024-11-23 19:00:29,Mismatched Billing Details,True,2024-11-29 19:00:29
803,73996,2024-10-21 02:14:37,High Risk Country Match,True,2024-10-28 02:14:37
804,19378,2024-10-10 21:09:01,Mismatched Billing Details,True,2024-10-13 21:09:01
805,25863,2024-08-29 16:44:26,Mismatched Billing Details,True,2024-09-04 16:44:26
806,45093,2024-12-07 05:29:41,Mismatched Billing Details,True,2024-12-14 05:29:41
807,59544,2024-11-07 22:28:13,Card-Not-Present Anomaly,True,2024-11-10 22:28:13
808,55572,2024-11-08 07:12:13,Suspicious Amount Spike,True,2024-11-15 07:12:13
809,18550,2024-12-02 13:27:03,Velocity Limit Exceeded,True,2024-12-03 13:27:03
810,65086,2023-06-01 19:11:31,High Risk Country Match,True,2023-06-02 19:11:31
811,22961,2023-11-24 14:31:08,High Risk Country Match,True,2023-11-26 14:31:08
812,75751,2023-06-14 10:10:41,High Risk Country Match,True,2023-06-19 10:10:41
813,34624,2024-12-30 16:19:53,Card-Not-Present Anomaly,True,2025-01-02 16:19:53
814,4620,2024-06-25 06:08:55,Velocity Limit Exceeded,True,2024-06-26 06:08:55
815,62421,2024-07-03 04:33:44,High Risk Country Match,True,2024-07-06 04:33:44
816,47854,2024-05-18 03:02:06,Card-Not-Present Anomaly,True,2024-05-21 03:02:06
817,22536,2024-12-11 00:17:56,High Risk Country Match,True,2024-12-15 00:17:56
818,61287,2024-12-23 15:55:12,Suspicious Amount Spike,True,2024-12-26 15:55:12
819,4021,2024-11-05 10:22:10,High Risk Country Match,True,2024-11-09 10:22:10
820,22957,2024-09-26 00:12:31,Suspicious Amount Spike,True,2024-10-01 00:12:31
821,31874,2024-12-29 01:14:37,Card-Not-Present Anomaly,True,2025-01-02 01:14:37
822,33828,2024-09-07 12:28:07,Mismatched Billing Details,True,2024-09-12 12:28:07
823,64944,2024-05-24 14:20:50,Card-Not-Present Anomaly,True,2024-05-30 14:20:50
824,10060,2024-09-25 18:46:29,Velocity Limit Exceeded,True,2024-09-27 18:46:29
825,42454,2024-07-10 08:52:49,Card-Not-Present Anomaly,True,2024-07-17 08:52:49
826,24153,2024-12-16 14:21:30,Mismatched Billing Details,True,2024-12-20 14:21:30
827,57405,2024-12-19 10:39:20,Velocity Limit Exceeded,True,2024-12-25 10:39:20
828,25068,2024-11-23 17:41:09,Mismatched Billing Details,True,2024-11-25 17:41:09
829,38929,2023-08-20 22:26:24,Card-Not-Present Anomaly,True,2023-08-23 22:26:24
830,12663,2024-04-07 10:16:38,Mismatched Billing Details,True,2024-04-08 10:16:38
831,17751,2024-11-20 00:07:15,High Risk Country Match,True,2024-11-27 00:07:15
832,52009,2024-10-20 12:48:17,Card-Not-Present Anomaly,True,2024-10-27 12:48:17
833,27811,2024-05-26 08:33:25,High Risk Country Match,True,2024-05-27 08:33:25
834,67127,2024-06-23 14:33:17,Suspicious Amount Spike,True,2024-06-28 14:33:17
835,8237,2024-11-08 11:01:10,Suspicious Amount Spike,True,2024-11-14 11:01:10
836,18190,2023-12-08 16:33:19,Velocity Limit Exceeded,True,2023-12-13 16:33:19
837,14929,2024-11-30 21:19:26,Card-Not-Present Anomaly,True,2024-12-06 21:19:26
838,62882,2023-01-28 02:38:10,Suspicious Amount Spike,True,2023-01-30 02:38:10
839,25550,2024-04-12 17:13:06,Velocity Limit Exceeded,True,2024-04-13 17:13:06
840,4972,2024-11-12 14:08:09,Suspicious Amount Spike,True,2024-11-15 14:08:09
841,58953,2024-07-22 16:33:43,Mismatched Billing Details,True,2024-07-29 16:33:43
842,13798,2024-11-10 04:44:28,Mismatched Billing Details,True,2024-11-12 04:44:28
843,5217,2024-04-06 00:25:52,Suspicious Amount Spike,True,2024-04-09 00:25:52
844,23306,2024-11-08 13:17:50,High Risk Country Match,True,2024-11-12 13:17:50
845,61660,2024-11-07 12:48:35,Velocity Limit Exceeded,True,2024-11-12 12:48:35
846,71328,2024-09-17 11:03:00,Mismatched Billing Details,True,2024-09-23 11:03:00
847,51928,2024-06-23 20:23:01,Mismatched Billing Details,True,2024-06-26 20:23:01
848,57808,2024-11-21 23:51:26,Mismatched Billing Details,True,2024-11-24 23:51:26
849,61008,2024-08-29 08:08:22,Mismatched Billing Details,True,2024-09-02 08:08:22
850,48070,2024-11-29 09:53:46,Velocity Limit Exceeded,True,2024-12-01 09:53:46
851,13878,2024-12-26 08:20:25,Mismatched Billing Details,True,2024-12-31 08:20:25
852,3749,2024-12-21 06:06:06,Card-Not-Present Anomaly,True,2024-12-26 06:06:06
853,53549,2024-12-25 09:01:07,Card-Not-Present Anomaly,True,2025-01-01 09:01:07
854,50058,2024-11-21 05:30:17,Mismatched Billing Details,True,2024-11-23 05:30:17
855,9702,2024-12-23 19:47:36,Suspicious Amount Spike,True,2024-12-24 19:47:36
856,60694,2024-03-06 03:26:17,Card-Not-Present Anomaly,True,2024-03-11 03:26:17
857,2173,2024-08-17 12:38:01,Mismatched Billing Details,True,2024-08-21 12:38:01
858,59362,2023-11-16 02:42:39,Suspicious Amount Spike,True,2023-11-19 02:42:39
859,4159,2022-06-14 03:56:43,Card-Not-Present Anomaly,True,2022-06-16 03:56:43
860,16046,2024-11-04 03:52:54,High Risk Country Match,True,2024-11-07 03:52:54
861,52753,2024-11-07 21:46:07,Mismatched Billing Details,True,2024-11-09 21:46:07
862,16485,2024-07-21 00:19:10,Velocity Limit Exceeded,True,2024-07-22 00:19:10
863,34625,2024-11-23 16:33:45,Velocity Limit Exceeded,True,2024-11-27 16:33:45
864,74848,2024-07-22 13:26:12,Mismatched Billing Details,True,2024-07-27 13:26:12
865,51545,2024-10-26 20:34:43,Velocity Limit Exceeded,True,2024-10-31 20:34:43
866,15337,2024-05-03 11:26:21,Suspicious Amount Spike,True,2024-05-04 11:26:21
867,68203,2024-12-31 21:57:35,Mismatched Billing Details,True,2025-01-03 21:57:35
868,3707,2024-07-10 05:20:25,Suspicious Amount Spike,True,2024-07-15 05:20:25
869,72935,2024-07-21 04:36:53,Velocity Limit Exceeded,True,2024-07-24 04:36:53
870,63513,2024-09-07 08:29:58,Mismatched Billing Details,True,2024-09-10 08:29:58
871,26835,2024-10-25 09:30:24,Velocity Limit Exceeded,True,2024-10-30 09:30:24
872,45908,2022-11-21 08:02:10,Mismatched Billing Details,True,2022-11-24 08:02:10
873,1792,2024-10-07 22:19:39,Suspicious Amount Spike,True,2024-10-08 22:19:39
874,12343,2024-09-14 19:56:21,Mismatched Billing Details,True,2024-09-17 19:56:21
875,31548,2024-04-12 19:37:44,Mismatched Billing Details,True,2024-04-19 19:37:44
876,74350,2024-03-14 09:21:37,Velocity Limit Exceeded,True,2024-03-18 09:21:37
877,2009,2024-11-16 09:03:07,Card-Not-Present Anomaly,True,2024-11-17 09:03:07
878,25295,2022-11-07 21:19:10,Velocity Limit Exceeded,True,2022-11-12 21:19:10
879,15577,2024-10-23 02:10:25,Suspicious Amount Spike,True,2024-10-26 02:10:25
880,37051,2025-01-01 01:18:06,High Risk Country Match,True,2025-01-02 01:18:06
881,79513,2024-08-06 11:57:19,Mismatched Billing Details,True,2024-08-07 11:57:19
882,14832,2024-12-18 01:43:54,Suspicious Amount Spike,True,2024-12-25 01:43:54
883,59125,2024-05-05 01:28:37,Velocity Limit Exceeded,True,2024-05-09 01:28:37
884,60094,2024-11-26 16:54:53,Card-Not-Present Anomaly,True,2024-12-03 16:54:53
885,58308,2023-02-14 11:48:22,Mismatched Billing Details,True,2023-02-20 11:48:22
886,72859,2024-12-13 14:43:19,Card-Not-Present Anomaly,True,2024-12-17 14:43:19
887,64682,2024-07-17 18:51:08,Suspicious Amount Spike,True,2024-07-20 18:51:08
888,66481,2024-05-16 07:25:50,High Risk Country Match,True,2024-05-19 07:25:50
889,38079,2023-04-24 17:36:48,Card-Not-Present Anomaly,True,2023-05-01 17:36:48
890,41989,2024-12-31 08:45:22,Card-Not-Present Anomaly,True,2025-01-04 08:45:22
891,7629,2023-10-10 16:58:00,Card-Not-Present Anomaly,True,2023-10-17 16:58:00
892,56134,2024-09-23 19:21:20,Card-Not-Present Anomaly,True,2024-09-25 19:21:20
893,58428,2024-03-16 23:06:33,Mismatched Billing Details,True,2024-03-23 23:06:33
894,76770,2024-12-29 07:12:06,Velocity Limit Exceeded,True,2024-12-31 07:12:06
895,50089,2024-04-09 12:47:04,Card-Not-Present Anomaly,True,2024-04-14 12:47:04
896,58293,2023-10-06 01:02:07,Mismatched Billing Details,True,2023-10-11 01:02:07
897,8140,2024-08-10 02:31:07,Velocity Limit Exceeded,True,2024-08-17 02:31:07
898,54854,2024-12-13 23:22:18,Card-Not-Present Anomaly,True,2024-12-16 23:22:18
899,25246,2024-12-24 20:14:23,High Risk Country Match,True,2024-12-29 20:14:23
900,34948,2024-04-25 01:32:53,Mismatched Billing Details,True,2024-04-30 01:32:53
901,42546,2024-11-05 18:10:12,High Risk Country Match,True,2024-11-06 18:10:12
902,25034,2024-12-19 17:59:53,Card-Not-Present Anomaly,True,2024-12-22 17:59:53
903,58236,2024-10-31 18:01:37,High Risk Country Match,True,2024-11-04 18:01:37
904,3154,2024-12-22 14:22:17,Card-Not-Present Anomaly,True,2024-12-27 14:22:17
905,11052,2023-09-04 19:17:25,Suspicious Amount Spike,True,2023-09-11 19:17:25
906,50775,2024-02-04 02:30:48,Velocity Limit Exceeded,True,2024-02-09 02:30:48
907,57631,2024-12-11 03:33:18,High Risk Country Match,True,2024-12-12 03:33:18
908,12783,2024-05-05 19:27:15,Mismatched Billing Details,True,2024-05-07 19:27:15
909,62136,2024-12-07 21:27:45,High Risk Country Match,True,2024-12-12 21:27:45
910,9838,2024-10-12 18:57:35,Mismatched Billing Details,True,2024-10-16 18:57:35
911,31282,2024-12-04 03:15:37,Suspicious Amount Spike,True,2024-12-11 03:15:37
912,32188,2024-04-15 05:50:24,Mismatched Billing Details,True,2024-04-18 05:50:24
913,24709,2024-10-26 12:43:32,Card-Not-Present Anomaly,True,2024-11-02 12:43:32
914,30156,2024-10-29 01:11:30,High Risk Country Match,True,2024-10-30 01:11:30
915,55390,2024-11-11 00:41:41,Velocity Limit Exceeded,True,2024-11-18 00:41:41
916,20765,2024-12-27 19:25:35,Velocity Limit Exceeded,True,2024-12-31 19:25:35
917,9001,2024-12-22 08:23:00,High Risk Country Match,True,2024-12-29 08:23:00
918,29621,2023-09-29 09:14:47,High Risk Country Match,True,2023-10-04 09:14:47
919,72204,2024-09-27 07:13:27,Card-Not-Present Anomaly,True,2024-10-04 07:13:27
920,2666,2023-12-21 10:10:54,High Risk Country Match,True,2023-12-28 10:10:54
921,5719,2024-12-13 08:58:40,Card-Not-Present Anomaly,True,2024-12-14 08:58:40
922,20253,2024-12-28 06:51:24,Mismatched Billing Details,True,2024-12-31 06:51:24
923,68001,2023-10-06 16:15:04,High Risk Country Match,True,2023-10-10 16:15:04
924,3719,2023-04-05 10:20:37,Card-Not-Present Anomaly,True,2023-04-08 10:20:37
925,50636,2024-12-23 01:27:49,High Risk Country Match,True,2024-12-29 01:27:49
926,40754,2024-12-15 13:37:05,Card-Not-Present Anomaly,True,2024-12-16 13:37:05
927,37492,2024-10-03 21:30:06,Suspicious Amount Spike,True,2024-10-04 21:30:06
928,16751,2024-09-23 19:51:09,High Risk Country Match,True,2024-09-24 19:51:09
929,64696,2024-12-22 13:56:43,High Risk Country Match,True,2024-12-25 13:56:43
930,48642,2024-08-05 08:39:56,Suspicious Amount Spike,True,2024-08-12 08:39:56
931,41019,2024-12-20 20:56:49,Card-Not-Present Anomaly,True,2024-12-27 20:56:49
932,69636,2024-12-22 07:32:09,High Risk Country Match,True,2024-12-23 07:32:09
933,76883,2024-11-05 09:25:32,Mismatched Billing Details,True,2024-11-08 09:25:32
934,37058,2023-12-04 07:38:05,Mismatched Billing Details,True,2023-12-05 07:38:05
935,72408,2024-01-31 09:42:16,Mismatched Billing Details,True,2024-02-01 09:42:16
936,41471,2023-03-11 22:11:30,High Risk Country Match,True,2023-03-15 22:11:30
937,35709,2024-07-03 02:48:08,Card-Not-Present Anomaly,True,2024-07-06 02:48:08
938,72060,2024-12-28 06:26:25,Velocity Limit Exceeded,True,2024-12-31 06:26:25
939,43989,2024-12-01 01:27:54,Card-Not-Present Anomaly,True,2024-12-03 01:27:54
940,42013,2024-10-14 21:21:15,Mismatched Billing Details,True,2024-10-21 21:21:15
941,42623,2024-12-27 22:51:27,Mismatched Billing Details,True,2024-12-28 22:51:27
942,52273,2022-12-20 07:40:06,Mismatched Billing Details,True,2022-12-25 07:40:06
943,54289,2024-12-14 19:16:51,Card-Not-Present Anomaly,True,2024-12-19 19:16:51
944,76512,2024-11-13 18:59:50,Suspicious Amount Spike,True,2024-11-16 18:59:50
945,40088,2024-07-15 06:51:28,Mismatched Billing Details,True,2024-07-22 06:51:28
946,7741,2024-11-02 07:29:20,High Risk Country Match,True,2024-11-09 07:29:20
947,57750,2024-10-13 04:06:39,Velocity Limit Exceeded,True,2024-10-14 04:06:39
948,50543,2024-12-05 10:01:49,Mismatched Billing Details,True,2024-12-09 10:01:49
949,8533,2024-02-29 03:16:17,Mismatched Billing Details,True,2024-03-01 03:16:17
950,50912,2024-09-25 09:23:38,Suspicious Amount Spike,True,2024-09-27 09:23:38
951,16010,2024-11-03 05:09:02,Velocity Limit Exceeded,True,2024-11-05 05:09:02
952,51813,2024-12-21 10:17:28,Mismatched Billing Details,True,2024-12-28 10:17:28
953,34170,2024-12-28 10:18:31,Velocity Limit Exceeded,True,2025-01-01 10:18:31
954,17509,2024-11-30 04:55:19,Card-Not-Present Anomaly,True,2024-12-03 04:55:19
955,71521,2024-12-10 05:08:27,High Risk Country Match,True,2024-12-13 05:08:27
956,20060,2024-10-02 16:57:57,Velocity Limit Exceeded,True,2024-10-08 16:57:57
957,78518,2024-12-13 19:56:52,Mismatched Billing Details,True,2024-12-20 19:56:52
958,55492,2024-12-26 09:38:36,Suspicious Amount Spike,True,2024-12-30 09:38:36
959,61904,2024-11-14 22:23:15,Card-Not-Present Anomaly,True,2024-11-18 22:23:15
960,63555,2022-09-27 01:15:48,Velocity Limit Exceeded,True,2022-09-30 01:15:48
961,24832,2024-11-16 09:02:26,Suspicious Amount Spike,True,2024-11-20 09:02:26
962,36426,2024-07-02 07:02:37,High Risk Country Match,True,2024-07-08 07:02:37
963,40597,2024-12-24 11:37:42,Suspicious Amount Spike,True,2024-12-29 11:37:42
964,20665,2024-10-14 12:27:02,Velocity Limit Exceeded,True,2024-10-16 12:27:02
965,43952,2024-08-09 07:28:37,Suspicious Amount Spike,True,2024-08-16 07:28:37
966,40435,2024-01-30 13:42:20,Velocity Limit Exceeded,True,2024-02-03 13:42:20
967,15482,2023-09-12 10:24:25,Suspicious Amount Spike,True,2023-09-18 10:24:25
968,37941,2023-11-14 17:38:30,High Risk Country Match,True,2023-11-16 17:38:30
969,20487,2024-08-04 02:06:23,Suspicious Amount Spike,True,2024-08-10 02:06:23
970,16885,2024-08-12 15:03:59,Velocity Limit Exceeded,True,2024-08-14 15:03:59
971,61677,2024-07-17 08:50:12,Suspicious Amount Spike,True,2024-07-18 08:50:12
972,72541,2024-11-27 02:43:25,High Risk Country Match,True,2024-11-28 02:43:25
973,16207,2024-12-21 12:41:08,Suspicious Amount Spike,True,2024-12-24 12:41:08
974,54957,2024-08-19 17:48:02,Suspicious Amount Spike,True,2024-08-20 17:48:02
975,41475,2023-03-01 08:21:10,Velocity Limit Exceeded,True,2023-03-02 08:21:10
976,29043,2024-08-19 07:36:17,Mismatched Billing Details,True,2024-08-20 07:36:17
977,67263,2024-08-21 01:32:50,Mismatched Billing Details,True,2024-08-22 01:32:50
978,46176,2024-08-08 16:40:37,High Risk Country Match,True,2024-08-13 16:40:37
979,43791,2024-10-10 19:24:29,High Risk Country Match,True,2024-10-17 19:24:29
980,66019,2024-12-13 12:54:43,Card-Not-Present Anomaly,True,2024-12-16 12:54:43
981,45838,2024-10-03 17:43:53,Mismatched Billing Details,True,2024-10-06 17:43:53
982,59079,2024-12-30 05:26:56,Card-Not-Present Anomaly,True,2025-01-06 05:26:56
983,27307,2024-06-08 01:40:08,Suspicious Amount Spike,True,2024-06-09 01:40:08
984,29007,2024-10-27 22:56:03,Suspicious Amount Spike,True,2024-11-03 22:56:03
985,63928,2024-08-29 00:53:20,Mismatched Billing Details,True,2024-09-03 00:53:20
986,35279,2024-01-03 09:49:04,Card-Not-Present Anomaly,True,2024-01-10 09:49:04
987,61013,2023-11-17 15:06:31,Mismatched Billing Details,True,2023-11-19 15:06:31
988,28052,2024-01-13 04:35:33,Suspicious Amount Spike,True,2024-01-17 04:35:33
989,40201,2022-09-28 17:17:01,High Risk Country Match,True,2022-09-29 17:17:01
990,53296,2024-12-19 00:59:43,High Risk Country Match,True,2024-12-25 00:59:43
991,16909,2024-07-25 01:04:36,Card-Not-Present Anomaly,True,2024-07-30 01:04:36
992,68818,2024-01-18 00:14:57,Mismatched Billing Details,True,2024-01-20 00:14:57
993,25152,2023-05-15 02:37:29,Suspicious Amount Spike,True,2023-05-17 02:37:29
994,74573,2024-12-31 07:39:10,Mismatched Billing Details,True,2025-01-03 07:39:10
995,2574,2024-12-15 12:07:05,Card-Not-Present Anomaly,True,2024-12-21 12:07:05
996,28479,2023-12-27 02:54:02,Card-Not-Present Anomaly,True,2023-12-31 02:54:02
997,44889,2024-12-15 00:17:30,Card-Not-Present Anomaly,True,2024-12-21 00:17:30
998,29018,2023-11-01 02:36:28,Mismatched Billing Details,True,2023-11-05 02:36:28
999,35221,2024-05-21 19:55:46,High Risk Country Match,True,2024-05-26 19:55:46
