transaction_id,account_id,merchant_id,amount,currency,transaction_date,transaction_type,status
4952,3824,426,1209.77,CAD,2024-08-25 04:12:46,purchase,completed
4953,130,578,4604.74,EUR,2024-12-29 20:44:59,purchase,completed
4954,1663,651,4568.11,CAD,2024-12-01 23:26:04,purchase,completed
4955,2736,235,4820.0,EUR,2024-10-28 06:02:47,purchase,completed
4956,3685,478,531.96,EUR,2024-10-23 04:52:54,purchase,completed
4957,2393,526,172.32,GBP,2024-09-29 16:14:36,refund,completed
4958,3863,730,651.87,EUR,2024-11-03 03:13:23,purchase,completed
4959,2131,,3598.55,GBP,2024-11-10 20:38:10,transfer,completed
4960,4193,,658.9,AUD,2024-12-24 14:49:03,transfer,failed
4961,979,664,4138.3,CAD,2024-12-27 02:03:14,purchase,completed
4962,663,662,1269.57,GBP,2024-02-06 18:28:57,purchase,completed
4963,1417,392,1519.4,EUR,2024-12-31 05:41:59,purchase,completed
4964,1658,556,3692.26,EUR,2024-12-16 13:25:14,purchase,completed
4965,304,649,1019.19,AUD,2024-12-16 13:26:30,purchase,completed
4966,3360,,1121.54,EUR,2024-11-23 18:16:56,transfer,completed
4967,5879,683,110.08,CAD,2024-09-29 23:45:49,refund,completed
4968,4453,265,2074.56,AUD,2024-12-27 21:41:06,purchase,completed
4969,4615,528,3700.11,CAD,2024-10-04 15:53:44,purchase,completed
4970,1334,,741.99,EUR,2024-11-25 19:27:32,transfer,completed
4971,5315,153,539.23,GBP,2024-12-11 19:03:37,purchase,completed
4972,5880,,4636.61,CAD,2024-11-12 12:15:09,transfer,completed
4973,3063,664,4770.37,EUR,2024-12-03 22:43:32,purchase,completed
4974,525,218,2506.0,EUR,2023-05-09 21:18:03,purchase,completed
4975,5445,549,2327.77,AUD,2024-03-13 19:54:47,purchase,completed
4976,1656,344,4985.15,EUR,2024-12-16 21:50:09,purchase,completed
4977,5760,261,2512.59,EUR,2024-09-07 00:37:24,purchase,completed
4978,2790,358,4461.71,CAD,2024-12-21 09:23:40,purchase,completed
4979,5883,217,295.22,CAD,2024-08-19 05:30:32,refund,completed
4980,4333,510,1062.31,AUD,2024-12-28 08:46:50,purchase,completed
4981,2186,289,3304.82,EUR,2023-10-24 08:38:08,purchase,completed
4982,661,50,4827.73,CAD,2024-10-03 23:43:47,purchase,completed
4983,4653,,1963.09,EUR,2024-10-11 20:58:15,transfer,completed
4984,1096,,3007.48,CAD,2023-09-06 10:06:00,transfer,completed
4985,1513,723,1776.28,AUD,2024-12-20 16:51:10,purchase,completed
4986,2938,,648.92,EUR,2024-11-30 23:56:01,transfer,completed
4987,4097,256,2712.66,EUR,2024-10-24 16:33:08,purchase,completed
4988,5531,632,1937.39,GBP,2024-12-04 15:35:52,purchase,completed
4989,446,532,4582.95,EUR,2024-11-10 07:53:51,purchase,completed
4990,3255,681,1968.51,AUD,2024-11-19 01:03:00,purchase,completed
4991,2943,660,1697.34,GBP,2024-06-27 22:19:55,purchase,completed
4992,2942,218,223.46,EUR,2024-10-17 22:59:47,refund,completed
4993,379,577,686.47,EUR,2024-11-08 18:06:26,purchase,completed
4994,5621,101,1753.06,EUR,2024-09-25 12:53:44,purchase,completed
4995,265,2,2973.98,CAD,2024-12-28 03:09:59,purchase,completed
4996,5245,273,2992.45,EUR,2024-11-26 14:59:26,purchase,completed
4997,2462,141,4130.25,CAD,2024-11-12 13:31:05,purchase,completed
4998,1238,143,1732.11,EUR,2024-01-16 03:46:42,purchase,completed
4999,206,601,3679.71,CAD,2024-12-27 15:25:06,purchase,completed
5000,7,,1125.3,EUR,2024-11-30 21:23:49,transfer,completed
5001,3245,141,1081.6,GBP,2024-03-11 04:48:44,purchase,completed
5002,4905,706,4171.59,AUD,2024-11-21 16:52:53,purchase,completed
5003,1346,345,1486.6,CAD,2024-12-26 14:16:29,purchase,completed
5004,5371,266,935.29,EUR,2023-08-21 09:01:17,purchase,failed
5005,4223,682,4097.85,EUR,2024-08-03 07:53:22,purchase,completed
5006,4446,262,3148.81,CAD,2024-02-26 05:30:47,purchase,completed
5007,2967,226,90.32,GBP,2024-12-09 16:23:36,refund,completed
5008,1873,632,3806.31,EUR,2024-11-23 06:10:05,purchase,completed
5009,554,244,4482.14,AUD,2024-10-19 15:55:09,purchase,completed
5010,5227,698,3340.2,EUR,2024-12-31 22:57:37,purchase,completed
5011,5689,241,2459.33,AUD,2024-11-08 01:29:40,purchase,completed
5012,2833,650,231.02,EUR,2024-12-12 14:07:10,purchase,completed
5013,2514,30,4162.62,EUR,2024-08-29 01:09:06,purchase,completed
5014,1395,381,4777.69,EUR,2024-12-30 13:28:57,purchase,failed
5015,5102,713,1878.58,CAD,2024-12-31 16:15:59,purchase,completed
5016,3374,29,3219.63,GBP,2024-08-25 18:26:32,purchase,completed
5017,1351,484,2479.33,AUD,2024-10-15 04:14:14,purchase,completed
5018,2417,,1187.52,AUD,2024-12-02 18:41:59,transfer,completed
5019,2130,352,4126.87,CAD,2024-11-13 17:05:30,purchase,completed
5020,3892,49,1908.08,CAD,2024-08-18 10:35:31,purchase,completed
5021,3096,568,130.0,EUR,2024-11-03 11:56:53,purchase,completed
5022,3435,200,2671.42,GBP,2024-09-03 17:25:46,purchase,completed
5023,372,6,4688.09,EUR,2024-11-01 14:36:59,purchase,completed
5024,3029,437,3507.55,AUD,2024-11-25 21:26:03,purchase,completed
5025,5568,493,4768.15,GBP,2024-10-26 04:21:49,purchase,completed
5026,4847,354,586.06,EUR,2024-11-15 12:12:09,purchase,completed
5027,3359,154,4889.73,AUD,2024-12-31 09:29:58,purchase,completed
5028,3293,42,4980.48,EUR,2024-12-17 21:59:06,purchase,completed
5029,2140,777,1520.7,AUD,2024-09-04 20:52:25,purchase,completed
5030,3489,474,1377.91,AUD,2024-12-31 22:41:31,purchase,completed
5031,5083,272,4398.02,EUR,2024-12-07 17:14:36,purchase,completed
5032,919,110,271.0,EUR,2024-12-27 03:19:33,refund,completed
5033,3469,255,1267.81,GBP,2024-11-21 17:28:37,purchase,completed
5034,2301,538,3333.12,AUD,2024-05-23 05:19:30,purchase,completed
5035,1083,211,3863.49,EUR,2024-12-28 05:39:56,purchase,completed
5036,5846,,876.5,EUR,2024-12-30 19:05:28,transfer,completed
5037,5018,,2925.76,EUR,2024-03-12 23:48:48,transfer,completed
5038,5838,770,1734.96,GBP,2024-04-28 23:56:32,purchase,completed
5039,3927,382,3308.12,GBP,2024-12-04 21:29:30,purchase,completed
5040,1722,693,3149.17,AUD,2024-12-19 02:58:34,purchase,completed
5041,1171,324,4256.53,EUR,2024-08-16 10:55:57,purchase,completed
5042,4878,336,384.47,EUR,2024-11-10 11:59:28,purchase,completed
5043,5529,357,1257.65,EUR,2024-12-12 18:35:16,purchase,failed
5044,3399,584,491.23,CAD,2023-02-28 06:11:53,purchase,completed
5045,5536,264,950.06,EUR,2023-12-15 03:53:33,purchase,completed
5046,3846,149,3001.07,EUR,2024-11-07 13:04:31,purchase,completed
5047,1465,,669.27,AUD,2024-10-15 04:03:53,transfer,completed
5048,2787,177,2155.09,GBP,2024-11-05 09:27:36,purchase,completed
5049,2202,103,2474.32,GBP,2024-12-31 14:23:57,purchase,completed
5050,4553,,2060.32,EUR,2024-12-11 02:43:08,transfer,completed
5051,2254,477,3728.7,CAD,2024-12-26 11:59:49,purchase,completed
5052,2042,,736.43,AUD,2024-09-24 04:43:14,transfer,completed
5053,1267,390,4104.78,EUR,2024-02-18 13:21:35,purchase,completed
5054,1624,158,2637.37,EUR,2024-12-09 22:26:44,purchase,completed
5055,5292,204,2400.67,EUR,2024-01-24 20:20:58,purchase,completed
5056,3031,359,4956.35,CAD,2024-11-30 20:07:55,purchase,completed
5057,10,649,2949.94,GBP,2024-06-12 08:37:43,purchase,completed
5058,3490,477,654.74,CAD,2024-06-04 20:10:30,purchase,completed
5059,3330,186,561.06,EUR,2024-08-11 10:42:54,purchase,pending
5060,4728,654,4012.97,EUR,2023-07-24 07:31:23,purchase,completed
5061,674,616,3727.49,GBP,2024-05-14 06:10:52,purchase,completed
5062,3844,,771.68,CAD,2024-12-04 16:34:55,transfer,completed
5063,5605,120,4937.09,AUD,2024-08-10 19:53:17,purchase,completed
5064,4770,263,3146.1,GBP,2024-10-23 23:18:29,purchase,pending
5065,4958,,2936.34,GBP,2024-12-19 22:12:50,transfer,completed
5066,5684,,826.15,AUD,2024-07-10 19:53:38,transfer,completed
5067,4132,635,1324.98,CAD,2024-12-18 02:29:16,purchase,completed
5068,4164,758,486.29,AUD,2023-11-27 15:13:54,purchase,completed
5069,4694,32,299.72,EUR,2024-10-28 02:33:29,purchase,completed
5070,4910,705,3093.06,GBP,2024-12-22 14:07:34,purchase,completed
5071,2496,499,1832.37,AUD,2024-12-31 12:47:31,purchase,pending
5072,2201,,628.03,AUD,2024-09-03 02:45:08,transfer,completed
5073,2296,628,3151.8,CAD,2024-08-15 02:25:31,purchase,completed
5074,5844,443,402.7,AUD,2024-05-12 10:02:25,purchase,completed
5075,3322,746,2856.46,CAD,2024-09-16 03:29:49,purchase,completed
5076,5103,653,4965.08,CAD,2024-08-13 19:44:57,purchase,completed
5077,5140,346,771.18,GBP,2024-09-05 14:55:46,purchase,completed
5078,3357,277,3842.32,CAD,2024-12-06 09:06:12,purchase,completed
5079,2143,272,950.69,CAD,2024-12-02 08:47:17,purchase,completed
5080,3623,15,4616.95,AUD,2024-11-20 18:00:51,purchase,completed
5081,5402,696,2901.76,CAD,2024-09-08 13:44:20,purchase,completed
5082,463,355,1298.44,CAD,2024-09-21 03:33:13,purchase,failed
5083,4748,484,4257.16,GBP,2024-09-17 08:29:59,purchase,completed
5084,5400,344,1605.42,EUR,2024-09-28 07:56:48,purchase,completed
5085,1355,466,4233.58,AUD,2024-10-20 22:16:41,purchase,completed
5086,5557,149,4808.0,EUR,2024-12-19 19:11:44,purchase,completed
5087,3117,584,4893.08,EUR,2024-12-18 05:33:39,purchase,completed
5088,2301,,3228.57,AUD,2024-01-02 17:00:12,transfer,completed
5089,5827,,2218.64,EUR,2024-09-17 09:50:27,transfer,completed
5090,1458,647,3133.52,AUD,2024-11-27 10:36:37,purchase,completed
5091,5247,328,2801.24,CAD,2024-12-23 17:51:48,purchase,completed
5092,5687,602,1969.4,EUR,2024-11-16 04:34:07,purchase,completed
5093,1229,682,272.91,EUR,2024-10-25 03:33:20,refund,completed
5094,700,774,2697.63,EUR,2024-04-27 13:15:59,purchase,completed
5095,122,211,1192.16,AUD,2024-12-03 20:30:37,purchase,completed
5096,1475,538,460.77,AUD,2024-12-19 20:58:34,purchase,completed
5097,1408,787,477.23,EUR,2024-12-30 22:13:34,purchase,completed
5098,415,47,1019.33,EUR,2024-07-11 23:33:42,purchase,completed
5099,5208,350,3998.12,GBP,2024-12-19 12:25:41,purchase,completed
5100,4541,539,3834.17,GBP,2024-12-28 08:45:51,purchase,completed
5101,2514,424,1210.99,EUR,2024-12-07 00:00:25,purchase,completed
5102,1131,,24.77,GBP,2024-09-15 11:34:07,transfer,failed
5103,1232,596,1321.21,EUR,2024-10-08 15:45:31,purchase,failed
5104,2974,171,3526.76,EUR,2024-06-17 22:53:57,purchase,completed
5105,5161,474,4597.61,AUD,2024-12-20 17:56:42,purchase,completed
5106,1311,579,4502.6,EUR,2023-05-30 00:23:43,purchase,completed
5107,3848,238,6.79,CAD,2024-12-21 11:56:49,refund,completed
5108,1976,,2826.57,EUR,2024-12-21 15:14:09,transfer,completed
5109,1363,187,3339.11,EUR,2024-09-06 22:58:19,purchase,completed
5110,4156,768,102.33,EUR,2024-11-28 07:59:20,refund,completed
5111,3245,,4219.14,GBP,2024-12-15 13:59:27,transfer,completed
5112,382,473,4752.48,AUD,2024-03-23 18:07:15,purchase,completed
5113,3850,455,197.05,CAD,2024-11-02 03:49:14,refund,completed
5114,1917,334,2304.48,AUD,2024-05-27 13:58:26,purchase,completed
5115,557,402,1629.92,CAD,2024-04-23 16:18:18,purchase,completed
5116,802,789,4013.43,EUR,2024-10-13 06:10:00,purchase,completed
5117,3836,42,56.23,CAD,2024-10-21 22:52:36,refund,completed
5118,4028,,2482.02,CAD,2024-12-15 05:30:53,transfer,completed
5119,724,44,2644.35,CAD,2023-09-15 03:27:16,purchase,completed
5120,5391,627,841.91,GBP,2024-07-01 04:52:07,purchase,completed
5121,3207,773,4209.55,AUD,2024-07-23 21:52:29,purchase,completed
5122,2047,506,1190.38,EUR,2024-12-29 23:53:11,purchase,pending
5123,328,565,90.42,CAD,2024-12-29 05:36:12,refund,completed
5124,2783,30,4845.3,EUR,2024-12-29 02:43:05,purchase,completed
5125,3087,298,3048.64,AUD,2024-11-07 04:49:55,purchase,completed
5126,159,707,1104.46,EUR,2024-11-25 14:53:33,purchase,completed
5127,2558,209,4852.02,AUD,2024-09-01 17:56:56,purchase,completed
5128,1472,359,3226.02,EUR,2024-12-31 17:08:56,purchase,completed
5129,5700,137,4645.65,AUD,2024-12-18 13:31:41,purchase,completed
5130,2133,66,4624.41,AUD,2024-12-08 09:54:19,purchase,completed
5131,2475,28,2446.03,AUD,2024-12-20 18:24:04,purchase,completed
5132,551,201,3425.06,EUR,2024-10-16 04:15:16,purchase,completed
5133,4012,592,3284.37,EUR,2024-12-29 13:37:38,purchase,failed
5134,1585,782,4953.92,EUR,2024-12-23 15:16:50,purchase,completed
5135,4222,473,1986.24,AUD,2024-09-30 08:33:11,purchase,completed
5136,1602,616,566.76,EUR,2024-10-11 13:37:13,purchase,completed
5137,1466,81,2485.35,AUD,2024-11-12 11:29:14,purchase,completed
5138,977,711,1162.08,EUR,2023-11-18 10:25:29,purchase,failed
5139,266,758,2355.07,EUR,2024-08-14 12:21:08,purchase,completed
5140,3051,409,1698.14,AUD,2024-09-29 09:12:20,purchase,completed
5141,3474,743,1571.87,EUR,2024-12-10 02:20:15,purchase,completed
5142,5983,634,797.07,AUD,2024-07-02 00:18:57,purchase,completed
5143,367,64,2651.82,AUD,2024-12-26 16:50:12,purchase,pending
5144,5594,532,2051.28,EUR,2024-12-30 01:16:04,purchase,completed
5145,1647,308,293.59,AUD,2024-12-10 11:54:27,refund,failed
5146,4482,333,3644.05,EUR,2024-07-28 23:01:07,purchase,completed
5147,287,,551.32,EUR,2024-12-20 06:11:56,transfer,completed
5148,4894,300,3.07,CAD,2024-10-05 06:52:26,purchase,completed
5149,2341,,2410.81,GBP,2024-05-17 22:52:05,transfer,completed
5150,2436,,3742.94,EUR,2024-08-18 10:08:32,transfer,completed
5151,1875,686,162.69,CAD,2024-11-09 16:38:26,purchase,completed
5152,1027,580,3456.24,AUD,2024-11-12 14:42:20,purchase,completed
5153,4244,317,3575.1,EUR,2024-08-26 15:22:26,purchase,completed
5154,2528,,901.37,EUR,2024-11-25 12:13:10,transfer,completed
5155,179,407,2263.09,CAD,2023-07-15 04:44:54,purchase,completed
5156,5831,231,3534.03,EUR,2024-08-19 15:40:42,purchase,completed
5157,3258,528,2421.08,EUR,2024-11-27 15:05:05,purchase,completed
5158,5640,390,1573.52,GBP,2024-09-23 14:29:32,purchase,completed
5159,4256,71,2388.31,AUD,2024-10-29 07:24:49,purchase,completed
5160,5513,59,3717.6,CAD,2024-08-29 02:56:16,purchase,completed
5161,4561,149,4224.08,AUD,2024-06-05 23:48:49,purchase,completed
5162,3113,311,4657.98,CAD,2024-11-25 06:59:50,purchase,completed
5163,3712,503,1212.78,EUR,2024-04-18 19:00:11,purchase,completed
5164,3477,126,181.95,EUR,2024-12-01 17:28:47,purchase,completed
5165,3747,544,1217.13,CAD,2024-12-31 08:21:12,purchase,completed
5166,761,522,4941.65,GBP,2024-12-22 15:54:19,purchase,completed
5167,3302,712,2864.34,GBP,2024-12-17 07:01:14,purchase,completed
5168,587,,3149.82,EUR,2024-11-29 02:01:10,transfer,completed
5169,1493,712,45.64,AUD,2024-04-02 07:35:04,purchase,completed
5170,3415,,1773.21,CAD,2024-09-16 18:28:51,transfer,completed
5171,2689,406,1680.65,CAD,2024-10-17 07:44:25,purchase,completed
5172,2645,10,2734.92,EUR,2024-12-21 02:53:33,purchase,completed
5173,4751,242,1490.54,EUR,2024-05-30 09:52:16,purchase,completed
5174,4200,,175.36,GBP,2024-12-26 05:37:21,transfer,completed
5175,4362,334,880.85,AUD,2024-12-19 01:39:37,purchase,pending
5176,5701,555,3539.23,AUD,2024-12-30 13:05:38,purchase,completed
5177,1423,281,392.95,EUR,2023-10-21 04:58:30,purchase,completed
5178,2173,20,3965.31,AUD,2024-12-06 08:13:59,purchase,completed
5179,2390,522,990.08,AUD,2024-12-15 11:14:38,purchase,completed
5180,4846,477,1114.27,AUD,2023-11-07 08:39:40,purchase,failed
5181,1076,239,2754.97,AUD,2024-09-04 14:28:12,purchase,completed
5182,5851,,2699.6,EUR,2024-10-14 02:42:37,transfer,completed
5183,5179,620,2344.9,AUD,2023-03-17 05:45:21,purchase,completed
5184,1471,136,2837.57,EUR,2024-10-07 20:49:31,purchase,failed
5185,4110,564,45.57,CAD,2023-09-27 08:32:38,refund,completed
5186,2970,176,3046.57,GBP,2024-11-29 04:02:03,purchase,failed
5187,5838,160,2413.03,GBP,2024-12-04 00:31:02,purchase,completed
5188,3754,323,823.42,AUD,2024-09-25 22:44:45,purchase,failed
5189,4814,,1790.64,CAD,2023-12-27 11:25:09,transfer,completed
5190,2716,417,2312.7,CAD,2024-11-02 06:16:39,purchase,completed
5191,5420,588,477.0,EUR,2024-09-13 07:32:38,purchase,completed
5192,1233,33,4060.23,EUR,2024-04-05 02:06:01,purchase,completed
5193,5517,146,79.05,CAD,2024-09-17 20:41:02,purchase,completed
5194,4059,276,158.18,EUR,2024-12-15 21:59:17,purchase,completed
5195,4399,456,882.13,GBP,2024-10-04 00:11:57,purchase,completed
5196,2455,144,2370.35,GBP,2024-12-29 04:54:41,purchase,completed
5197,2031,575,1159.24,EUR,2024-12-27 02:07:30,purchase,completed
5198,3653,719,674.29,AUD,2024-12-09 03:37:34,purchase,completed
5199,5376,791,4444.55,GBP,2024-12-28 20:32:48,purchase,completed
5200,4897,565,4987.22,AUD,2024-12-23 19:12:33,purchase,completed
5201,3073,595,4628.06,CAD,2024-10-09 19:54:50,purchase,completed
5202,603,353,1325.56,GBP,2024-10-21 16:57:28,purchase,completed
5203,5965,511,1982.37,GBP,2024-12-22 02:33:18,purchase,completed
5204,5374,762,3052.81,EUR,2024-12-21 18:53:16,purchase,completed
5205,959,717,4620.07,EUR,2024-06-24 02:49:51,purchase,completed
5206,5291,781,3652.48,AUD,2024-12-03 11:31:14,purchase,completed
5207,1213,679,1050.7,EUR,2024-06-06 02:37:06,purchase,completed
5208,3968,389,99.07,AUD,2024-12-27 13:54:31,refund,completed
5209,1195,292,1721.25,EUR,2023-08-20 19:34:25,purchase,completed
5210,3600,,4909.0,GBP,2024-08-18 15:12:07,transfer,completed
5211,5907,603,3672.73,EUR,2024-04-16 02:01:10,purchase,failed
5212,5166,314,66.86,CAD,2024-05-16 12:30:18,refund,completed
5213,5066,773,637.5,EUR,2024-12-21 10:12:33,purchase,completed
5214,4263,709,4199.73,AUD,2024-07-04 17:35:37,purchase,completed
5215,733,786,1268.29,AUD,2024-09-24 10:59:49,purchase,completed
5216,2232,460,290.53,EUR,2024-11-07 01:11:04,purchase,completed
5217,1658,,4634.4,EUR,2024-04-05 21:27:52,transfer,completed
5218,3697,185,2807.55,CAD,2024-12-28 04:54:00,purchase,completed
5219,2986,289,3108.37,EUR,2024-10-06 20:23:04,purchase,completed
5220,2996,10,1668.54,CAD,2024-06-15 11:12:47,purchase,completed
5221,5418,228,3619.29,EUR,2024-03-26 03:56:37,purchase,completed
5222,4024,361,4169.63,EUR,2024-11-21 10:15:19,purchase,completed
5223,1216,561,4934.84,GBP,2024-10-17 07:45:24,purchase,completed
5224,2194,383,3957.95,EUR,2024-11-28 06:12:07,purchase,completed
5225,1789,786,4857.38,AUD,2024-10-15 22:09:45,purchase,completed
5226,3917,672,1613.91,CAD,2024-10-22 00:27:15,purchase,completed
5227,5100,258,4963.01,EUR,2024-10-02 09:47:05,purchase,completed
5228,4571,64,3674.01,CAD,2023-12-23 01:47:12,purchase,completed
5229,3065,541,1360.29,AUD,2024-12-14 04:34:07,purchase,completed
5230,3322,300,2859.78,CAD,2024-12-23 07:44:58,purchase,completed
5231,4484,128,4258.81,CAD,2024-12-03 00:47:27,purchase,failed
5232,511,398,748.27,AUD,2024-11-20 17:59:58,purchase,completed
5233,3162,293,3630.9,CAD,2024-09-10 06:47:33,purchase,failed
5234,543,370,1137.45,CAD,2024-12-31 15:18:59,purchase,failed
5235,3309,421,1514.95,EUR,2024-09-28 18:33:38,purchase,completed
5236,723,390,90.07,AUD,2024-12-23 10:17:31,purchase,completed
5237,3715,186,1419.45,EUR,2024-10-18 07:43:30,purchase,completed
5238,5123,56,3877.39,AUD,2024-02-25 19:34:45,purchase,completed
5239,140,220,3564.57,GBP,2024-08-01 17:50:20,purchase,completed
5240,1953,13,3402.03,AUD,2024-09-20 15:46:47,purchase,completed
5241,5490,612,1939.1,GBP,2024-06-14 14:33:06,purchase,completed
5242,3846,407,1537.14,EUR,2024-11-08 09:36:33,purchase,completed
5243,3873,,3402.08,EUR,2024-12-31 22:52:41,transfer,completed
5244,1606,385,1839.35,EUR,2024-12-20 02:54:09,purchase,completed
5245,3414,605,476.22,GBP,2024-12-31 01:41:52,purchase,completed
5246,2526,678,1907.35,CAD,2024-11-10 18:01:10,purchase,completed
5247,3557,561,2933.62,EUR,2024-12-01 09:00:05,purchase,failed
5248,5733,189,4679.91,EUR,2024-09-26 03:45:14,purchase,completed
5249,4170,63,3997.0,GBP,2024-12-09 07:58:12,purchase,completed
5250,5314,437,4360.12,CAD,2024-12-27 14:45:58,purchase,completed
5251,5133,421,709.82,AUD,2024-04-23 21:15:47,purchase,completed
5252,4056,310,4345.18,AUD,2024-11-25 05:22:11,purchase,completed
5253,3498,172,1746.94,EUR,2024-07-02 15:03:42,purchase,failed
5254,3622,495,4114.75,EUR,2024-03-08 14:46:35,purchase,completed
5255,4847,131,2784.87,EUR,2024-11-13 02:10:49,purchase,completed
5256,4646,,717.67,CAD,2024-12-30 01:23:47,transfer,completed
5257,3153,529,4637.14,CAD,2024-10-28 14:38:03,purchase,completed
5258,868,,4212.96,GBP,2024-09-17 22:17:29,transfer,completed
5259,710,590,1790.46,AUD,2024-11-16 14:43:05,purchase,completed
5260,3252,451,4321.63,EUR,2024-11-28 06:12:01,purchase,completed
5261,5075,488,3723.29,AUD,2024-12-31 23:20:57,purchase,completed
5262,3467,266,787.54,EUR,2024-09-21 21:08:56,purchase,completed
5263,3969,80,2154.84,CAD,2024-07-10 17:48:21,purchase,completed
5264,3988,559,4694.56,GBP,2024-03-01 11:27:18,purchase,pending
5265,5677,435,579.12,AUD,2024-09-03 07:23:25,purchase,completed
5266,2332,184,812.23,CAD,2024-04-17 10:34:31,purchase,completed
5267,1551,686,2650.82,EUR,2024-09-30 12:59:58,purchase,failed
5268,2019,794,4991.02,CAD,2024-07-30 08:57:14,purchase,completed
5269,412,618,598.25,GBP,2024-10-19 16:04:35,purchase,completed
5270,5112,220,2807.67,AUD,2024-08-28 03:42:15,purchase,completed
5271,5664,33,3943.79,AUD,2024-09-14 08:40:02,purchase,completed
5272,1981,706,3900.71,EUR,2024-04-30 08:00:56,purchase,completed
5273,815,,4764.55,CAD,2024-10-27 17:03:47,transfer,completed
5274,650,658,4247.41,AUD,2024-12-07 15:36:29,purchase,failed
5275,5138,,3321.08,AUD,2024-05-16 14:16:11,transfer,completed
5276,2598,55,534.73,EUR,2024-04-28 17:34:21,purchase,completed
5277,520,685,1015.89,AUD,2024-08-31 20:48:07,purchase,failed
5278,3690,784,4738.0,CAD,2024-11-09 02:16:11,purchase,completed
5279,4025,,2565.49,GBP,2024-05-29 18:12:56,transfer,completed
5280,5581,,4468.69,EUR,2024-01-27 10:42:21,transfer,completed
5281,3666,249,796.09,EUR,2024-11-17 22:46:37,purchase,completed
5282,3583,,3313.2,EUR,2024-05-02 09:11:36,transfer,completed
5283,1275,,3607.6,CAD,2024-03-25 08:19:05,transfer,failed
5284,1697,435,4267.7,GBP,2024-12-29 23:55:47,purchase,completed
5285,1799,146,4950.81,GBP,2024-09-05 04:54:07,purchase,completed
5286,2748,710,2961.46,AUD,2024-12-28 23:04:03,purchase,completed
5287,3969,6,276.34,CAD,2024-09-11 13:30:54,refund,completed
5288,5437,494,4538.99,AUD,2024-10-18 01:11:49,purchase,completed
5289,2956,760,2764.96,EUR,2024-12-07 01:57:05,purchase,completed
5290,1682,578,1122.17,AUD,2024-12-31 08:42:28,purchase,completed
5291,2731,90,2241.52,GBP,2024-12-27 22:28:20,purchase,failed
5292,4058,,4406.09,AUD,2024-11-18 12:31:54,transfer,completed
5293,4685,589,3082.8,EUR,2024-10-27 16:57:47,purchase,completed
5294,1032,330,3899.91,EUR,2024-08-16 07:45:03,purchase,failed
5295,1815,387,1347.88,AUD,2024-12-30 22:58:00,purchase,completed
5296,4610,674,3979.08,GBP,2024-06-27 05:55:10,purchase,completed
5297,3563,415,79.55,EUR,2024-12-26 00:49:56,refund,failed
5298,2162,773,3552.42,GBP,2024-12-28 05:29:33,purchase,completed
5299,4227,789,3790.34,GBP,2024-07-01 00:13:12,purchase,completed
5300,5642,456,2202.7,CAD,2024-11-26 16:03:29,purchase,completed
5301,1973,148,4766.21,GBP,2024-10-18 15:32:23,purchase,completed
5302,3504,604,3486.05,EUR,2024-11-04 16:50:44,purchase,completed
5303,1024,279,1151.22,EUR,2024-12-19 03:13:37,purchase,completed
5304,2194,676,924.1,EUR,2024-12-16 21:43:05,purchase,failed
5305,2946,74,4934.76,GBP,2024-12-31 01:50:52,purchase,completed
5306,5731,692,747.09,EUR,2024-12-27 12:38:31,purchase,completed
5307,3738,79,10.16,EUR,2023-08-13 13:01:23,purchase,completed
5308,1736,,1638.21,EUR,2024-11-22 17:15:39,transfer,completed
5309,501,,2165.35,GBP,2024-11-01 00:58:52,transfer,completed
5310,338,414,1216.52,GBP,2024-12-29 01:36:34,purchase,completed
5311,3318,,1091.38,AUD,2024-12-31 11:39:14,transfer,completed
5312,414,12,1676.25,EUR,2024-12-16 03:44:38,purchase,completed
5313,3886,307,3297.54,CAD,2024-11-27 00:07:38,purchase,completed
5314,4576,156,865.17,EUR,2024-12-27 05:15:17,purchase,completed
5315,687,96,1687.68,AUD,2024-12-09 20:20:44,purchase,completed
5316,4203,364,3085.94,EUR,2024-10-09 09:35:48,purchase,completed
5317,766,624,4046.82,EUR,2024-04-30 19:58:26,purchase,completed
5318,961,72,3171.63,EUR,2024-12-07 16:27:34,purchase,completed
5319,5937,639,2499.13,CAD,2024-12-20 17:14:36,purchase,completed
5320,4017,9,1404.01,AUD,2024-11-13 03:09:37,purchase,completed
5321,4283,626,2645.44,GBP,2024-12-17 05:31:18,purchase,completed
5322,2549,25,3036.85,EUR,2024-07-09 07:13:40,purchase,completed
5323,263,,4000.44,GBP,2024-12-16 05:39:38,transfer,completed
5324,1854,288,4516.5,EUR,2024-10-02 01:16:06,purchase,failed
5325,3200,404,3604.46,EUR,2024-10-29 06:01:03,purchase,completed
5326,2383,782,1778.54,GBP,2024-09-15 10:35:44,purchase,completed
5327,4254,401,1217.1,EUR,2024-12-15 13:55:52,purchase,completed
5328,4713,706,63.8,GBP,2024-10-31 10:49:09,refund,completed
5329,859,398,1480.88,GBP,2024-11-14 08:14:32,purchase,completed
5330,5300,663,2091.46,EUR,2024-03-28 13:14:10,purchase,completed
5331,5129,,1948.69,GBP,2024-12-16 06:17:20,transfer,completed
5332,3551,698,1036.45,EUR,2024-03-14 11:54:40,purchase,completed
5333,5758,540,4294.38,CAD,2023-12-24 14:44:29,purchase,completed
5334,3242,580,3762.24,AUD,2024-12-03 01:59:56,purchase,pending
