settlement_id,transaction_id,settlement_date,currency,settled_amount,processing_fee,status
4615,6058,2024-04-06 04:22:49,AUD,2316.65,35.28,settled
4616,6059,2025-01-01 09:16:57,GBP,3119.20,47.50,settled
4617,6060,2024-12-31 13:15:21,EUR,1890.33,28.79,settled
4618,6062,2024-07-31 00:13:47,GBP,3696.99,56.30,settled
4619,6063,2024-12-09 00:54:22,AUD,2427.58,62.25,settled
4620,6065,2024-11-24 13:42:51,AUD,2302.86,35.07,settled
4621,6066,2024-08-29 14:24:49,AUD,3458.10,52.66,settled
4622,6068,2024-10-29 11:08:40,AUD,1355.71,20.65,settled
4623,6069,2024-11-01 14:36:35,AUD,3124.87,47.59,settled
4624,6071,2024-12-21 00:14:20,CAD,1296.68,19.75,settled
4625,6073,2024-12-19 20:27:29,GBP,2185.02,56.03,settled
4626,6074,2024-12-30 15:50:54,EUR,226.80,3.45,settled
4627,6075,2024-12-28 10:46:22,CAD,762.74,11.62,settled
4628,6076,2024-12-25 15:04:30,AUD,3750.15,57.11,settled
4629,6077,2024-06-30 06:38:37,GBP,4084.10,62.19,settled
4630,6081,2024-09-03 18:09:31,EUR,3416.13,52.02,settled
4631,6082,2024-08-20 15:22:32,CAD,2614.82,39.82,settled
4632,6083,2024-12-31 10:44:34,AUD,2874.68,43.78,settled
4633,6084,2024-11-08 12:32:57,CAD,3762.14,96.47,settled
4634,6085,2024-10-19 08:10:23,CAD,1206.48,18.37,settled
4635,6086,2024-10-27 04:01:17,AUD,4118.58,105.60,settled
4636,6087,2024-12-13 01:32:02,EUR,1492.18,22.72,settled
4637,6088,2023-12-27 09:14:54,CAD,1938.25,29.52,settled
4638,6089,2024-12-11 04:13:58,GBP,2595.42,66.55,settled
4639,6091,2024-10-28 13:47:48,CAD,4420.91,67.32,settled
4640,6092,2024-12-08 15:52:34,AUD,2898.41,44.14,settled
4641,6093,2024-11-09 22:33:51,GBP,3777.27,57.52,settled
4642,6094,2024-09-10 13:20:36,AUD,791.98,12.06,settled
4643,6095,2024-10-29 22:06:55,CAD,766.66,11.67,settled
4644,6096,2024-12-25 00:07:06,CAD,3156.38,35.11,settled
4645,6098,2024-11-09 21:02:04,AUD,55.24,0.84,settled
4646,6100,2024-11-02 18:33:09,EUR,103.01,1.57,settled
4647,6101,2024-12-22 06:29:56,CAD,1654.37,25.19,settled
4648,6102,2024-09-18 11:47:40,EUR,700.29,10.66,settled
4649,6103,2025-01-02 14:43:16,AUD,921.14,14.03,settled
4650,6104,2024-11-29 16:46:14,AUD,4478.92,68.21,settled
4651,6105,2024-11-21 11:59:43,EUR,4605.92,70.14,settled
4652,6106,2024-08-03 12:56:48,CAD,40.92,0.62,settled
4653,6107,2024-12-26 05:06:35,EUR,252.78,3.85,settled
4654,6108,2024-10-17 07:46:52,GBP,1110.36,28.47,settled
4655,6109,2024-10-12 00:34:35,CAD,4832.35,73.59,settled
4656,6110,2024-12-19 07:11:05,EUR,87.45,3.64,settled
4657,6111,2024-06-11 08:36:19,AUD,2441.89,37.19,settled
4658,6112,2024-12-13 21:56:51,CAD,3230.27,49.19,settled
4659,6113,2024-12-17 12:51:01,AUD,3006.87,45.79,settled
4660,6114,2024-08-25 08:44:10,AUD,4409.63,67.15,settled
4661,6115,2024-12-11 21:02:42,CAD,4906.65,74.72,settled
4662,6116,2024-12-04 18:18:06,CAD,182.64,2.78,settled
4663,6117,2024-10-21 10:54:29,EUR,4663.26,51.87,settled
4664,6118,2024-12-25 12:07:24,EUR,131.91,2.01,settled
4665,6119,2024-09-19 02:48:33,GBP,288.96,4.40,settled
4666,6120,2025-01-01 21:48:01,CAD,2805.23,42.72,settled
4667,6121,2024-12-26 04:34:48,EUR,3119.78,47.51,settled
4668,6124,2024-12-26 05:42:49,EUR,853.74,21.89,settled
4669,6125,2024-06-19 07:25:49,EUR,958.95,14.60,settled
4670,6128,2024-07-02 07:23:54,EUR,1134.36,17.27,settled
4671,6129,2024-11-14 20:23:38,AUD,186.57,2.84,settled
4672,6130,2024-12-19 10:19:30,AUD,115.79,1.76,settled
4673,6131,2024-03-18 06:25:24,CAD,7.58,0.12,settled
4674,6132,2024-12-16 02:09:32,AUD,1505.24,22.92,settled
4675,6133,2024-10-15 06:56:55,EUR,3094.28,47.12,settled
4676,6134,2024-12-20 09:30:35,CAD,4687.35,71.38,settled
4677,6136,2024-02-09 17:47:32,AUD,3028.28,46.12,settled
4678,6137,2024-07-26 11:49:38,EUR,702.77,10.70,settled
4679,6138,2024-01-22 23:12:06,AUD,3966.11,60.40,settled
4680,6139,2024-06-15 09:03:39,GBP,1390.38,21.17,settled
4681,6140,2024-11-19 02:38:05,CAD,3863.78,82.88,settled
4682,6141,2024-12-15 01:26:16,EUR,856.01,13.04,settled
4683,6142,2024-12-31 17:46:27,EUR,841.88,12.82,settled
4684,6143,2024-12-05 13:32:13,AUD,146.80,3.15,settled
4685,6144,2024-09-13 10:12:34,CAD,577.77,8.80,settled
4686,6145,2023-08-21 23:54:25,EUR,1527.93,23.27,settled
4687,6146,2024-12-26 21:25:06,AUD,353.91,7.59,settled
4688,6147,2024-11-01 03:51:43,CAD,2586.20,39.38,settled
4689,6149,2024-08-14 01:52:03,EUR,2487.25,37.88,settled
4690,6151,2024-10-27 13:53:34,CAD,1307.45,33.52,settled
4691,6152,2024-12-25 08:48:25,EUR,1117.48,17.02,settled
4692,6154,2024-09-29 02:33:59,EUR,1639.48,24.97,settled
4693,6155,2024-08-08 22:10:23,EUR,1321.30,20.12,settled
4694,6157,2025-01-01 05:40:53,EUR,49.08,0.75,settled
4695,6161,2024-11-07 15:03:55,EUR,3006.65,77.09,settled
4696,6162,2024-12-15 05:52:59,EUR,2794.52,71.65,settled
4697,6163,2024-12-30 21:34:17,GBP,1540.65,23.46,settled
4698,6164,2024-11-11 00:22:33,GBP,3546.35,54.01,settled
4699,6165,2024-11-12 02:40:33,CAD,265.35,4.04,settled
4700,6167,2024-09-20 22:08:41,CAD,4247.86,64.69,settled
4701,6168,2024-08-06 13:12:22,GBP,1683.46,43.17,settled
4702,6169,2024-12-12 02:03:39,AUD,1908.27,29.06,settled
4703,6170,2024-12-29 00:07:31,AUD,3151.67,48.00,settled
4704,6171,2024-09-26 22:49:39,EUR,1745.18,26.58,settled
4705,6172,2024-10-06 10:51:28,AUD,380.59,4.23,settled
4706,6174,2024-12-19 03:21:15,GBP,492.26,7.50,settled
4707,6175,2024-12-21 16:55:37,GBP,272.71,11.36,settled
4708,6176,2024-12-06 05:03:39,EUR,2219.58,33.80,settled
4709,6178,2024-11-07 16:03:52,CAD,3530.14,53.76,settled
4710,6179,2024-07-18 02:06:35,EUR,2480.87,37.78,settled
4711,6180,2024-12-27 10:39:29,EUR,4225.79,108.35,settled
4712,6181,2024-12-22 03:04:26,GBP,150.53,2.29,settled
4713,6184,2024-12-21 16:43:23,GBP,3291.52,50.12,settled
4714,6186,2024-06-26 12:39:11,EUR,2051.20,31.24,settled
4715,6187,2024-12-14 16:58:17,AUD,1634.50,24.89,settled
4716,6188,2024-12-14 01:18:00,CAD,1319.41,14.67,settled
4717,6189,2024-09-23 07:05:50,CAD,182.93,2.79,settled
4718,6190,2023-12-14 23:35:02,EUR,1935.48,29.47,settled
4719,6192,2024-12-25 06:07:56,GBP,504.38,21.02,settled
4720,6193,2024-10-14 21:15:02,EUR,3657.22,55.69,settled
4721,6194,2024-09-26 13:31:46,GBP,2170.56,33.05,settled
4722,6195,2024-07-24 16:11:16,AUD,431.67,6.57,settled
4723,6197,2024-12-12 00:05:56,EUR,196.32,2.99,settled
4724,6198,2024-05-07 00:43:52,AUD,1726.82,26.30,settled
4725,6199,2024-12-26 18:54:22,EUR,4280.70,65.19,settled
4726,6200,2024-11-21 13:03:06,EUR,633.23,9.64,settled
4727,6203,2024-12-27 09:33:16,GBP,2784.89,42.41,settled
4728,6204,2025-01-02 07:20:00,EUR,1762.30,73.43,settled
4729,6206,2024-12-17 13:43:24,AUD,2961.24,45.09,settled
4730,6207,2024-12-25 05:30:54,EUR,3657.85,55.70,settled
4731,6208,2024-02-17 14:44:10,AUD,3891.94,59.27,settled
4732,6209,2024-12-21 22:54:47,EUR,26.51,0.40,settled
4733,6211,2023-06-21 12:30:44,GBP,245.46,3.74,settled
4734,6212,2024-11-17 05:47:11,EUR,2067.07,53.00,settled
4735,6213,2024-08-31 14:05:38,GBP,2011.48,30.63,settled
4736,6214,2024-11-17 11:42:54,AUD,3508.66,53.43,settled
4737,6215,2024-12-31 02:04:52,EUR,2246.53,34.21,settled
4738,6217,2024-11-10 16:21:14,EUR,3462.44,52.73,settled
4739,6218,2024-10-23 01:11:14,CAD,143.43,2.18,settled
4740,6220,2024-11-06 13:16:51,AUD,3578.40,54.49,settled
4741,6221,2024-10-31 10:22:38,GBP,1559.52,23.75,settled
4742,6222,2023-11-11 05:54:23,GBP,116.17,1.77,settled
4743,6223,2024-12-03 17:13:30,EUR,1197.70,18.24,settled
4744,6224,2024-12-09 13:01:57,EUR,1618.00,24.64,settled
4745,6226,2024-12-02 05:47:52,GBP,2990.48,33.26,settled
4746,6228,2024-12-19 14:45:07,CAD,1484.03,22.60,settled
4747,6229,2024-08-27 20:06:48,GBP,2889.62,44.00,settled
4748,6231,2024-11-30 23:04:29,EUR,2432.16,37.04,settled
4749,6232,2024-12-25 21:43:16,CAD,304.13,7.80,settled
4750,6233,2025-01-01 12:04:06,GBP,1316.04,20.04,settled
4751,6234,2024-12-25 19:07:16,CAD,1181.71,18.00,settled
4752,6235,2024-12-28 19:53:41,GBP,4655.12,119.36,settled
4753,6236,2024-07-15 04:37:32,AUD,1764.33,26.87,settled
4754,6237,2023-09-03 14:11:25,EUR,1117.56,17.02,settled
4755,6238,2024-12-29 09:02:16,EUR,358.25,5.46,settled
4756,6239,2024-12-30 02:19:02,CAD,1975.59,30.09,settled
4757,6241,2024-10-14 19:27:26,EUR,3786.61,57.66,settled
4758,6245,2024-12-15 20:46:05,EUR,1040.26,15.84,settled
4759,6246,2024-10-15 05:26:36,AUD,3283.73,36.52,settled
4760,6249,2024-11-17 07:06:36,EUR,243.53,3.71,settled
4761,6250,2024-11-09 01:26:11,GBP,2667.78,68.40,settled
4762,6251,2024-11-22 04:37:48,AUD,3836.84,58.43,settled
4763,6252,2024-10-18 15:26:20,EUR,4653.91,70.87,settled
4764,6253,2024-11-20 01:51:01,AUD,3729.47,56.79,settled
4765,6254,2023-10-07 12:42:23,EUR,2408.35,36.68,settled
4766,6255,2024-09-04 03:29:49,AUD,3342.72,50.90,settled
4767,6256,2024-08-04 15:40:38,AUD,880.19,13.40,settled
4768,6257,2024-09-02 02:47:56,AUD,2170.12,33.05,settled
4769,6258,2024-12-30 04:19:55,GBP,4116.51,62.69,settled
4770,6259,2024-12-11 04:25:18,GBP,199.44,3.04,settled
4771,6260,2024-09-14 11:07:42,EUR,1207.33,18.39,settled
4772,6261,2025-01-01 19:28:44,EUR,2815.93,42.88,settled
4773,6264,2023-11-09 04:54:29,EUR,4469.46,68.06,settled
4774,6266,2024-11-12 08:51:16,EUR,3599.12,54.81,settled
4775,6267,2024-10-25 08:40:27,EUR,3621.54,55.15,settled
4776,6268,2024-12-28 07:07:38,GBP,1282.65,19.53,settled
4777,6269,2024-10-11 10:10:58,GBP,2603.79,39.65,settled
4778,6270,2023-10-17 09:09:36,EUR,23.28,0.35,settled
4779,6272,2024-12-13 01:40:33,AUD,3304.46,50.32,settled
4780,6274,2024-09-09 10:37:55,EUR,171.30,2.61,settled
4781,6275,2024-06-24 11:31:08,GBP,3755.29,57.19,settled
4782,6276,2024-12-31 15:06:33,AUD,104.14,1.59,settled
4783,6277,2024-12-19 10:08:49,GBP,320.48,4.88,settled
4784,6278,2024-04-13 18:45:47,EUR,560.21,8.53,settled
4785,6279,2024-11-30 17:34:17,EUR,4544.46,69.20,settled
4786,6280,2024-11-08 23:46:58,AUD,2385.46,36.33,settled
4787,6281,2024-11-14 11:54:03,GBP,1210.28,18.43,settled
4788,6282,2024-12-21 12:16:21,AUD,3707.85,56.46,settled
4789,6283,2024-06-05 17:23:28,AUD,2515.40,38.31,settled
4790,6286,2024-12-20 13:50:33,EUR,2256.63,57.86,settled
4791,6287,2024-09-09 15:05:19,GBP,1661.17,25.30,settled
4792,6289,2023-06-18 14:45:12,EUR,3776.42,57.51,settled
4793,6290,2024-07-31 08:32:28,GBP,105.11,1.60,settled
4794,6291,2024-12-18 01:18:11,EUR,3555.93,54.15,settled
4795,6292,2024-12-10 02:56:50,EUR,2423.20,36.90,settled
4796,6293,2024-01-04 14:55:39,GBP,2633.35,67.52,settled
4797,6294,2024-12-05 11:42:25,AUD,4380.58,66.71,settled
4798,6295,2024-12-23 02:25:05,EUR,2842.56,43.29,settled
4799,6296,2024-10-18 08:08:44,CAD,3927.16,59.80,settled
4800,6297,2024-09-03 17:15:03,EUR,2355.81,35.88,settled
4801,6298,2024-11-30 09:10:10,EUR,4097.75,62.40,settled
4802,6300,2024-12-21 16:21:22,CAD,3744.60,57.02,settled
4803,6301,2023-08-20 15:29:46,GBP,3336.45,50.81,settled
4804,6302,2024-03-17 07:06:27,EUR,3772.10,96.72,settled
4805,6303,2024-11-02 20:02:48,GBP,4481.02,68.24,settled
4806,6304,2024-12-30 15:41:29,EUR,2711.08,41.29,settled
4807,6305,2024-11-14 02:17:03,GBP,3209.53,48.88,settled
4808,6306,2024-12-21 14:22:48,CAD,4756.07,72.43,settled
4809,6307,2024-07-22 05:25:52,AUD,82.70,1.26,settled
4810,6308,2024-12-07 17:28:55,EUR,2549.28,38.82,settled
4811,6310,2024-09-09 00:48:33,AUD,1102.34,16.79,settled
4812,6311,2023-12-23 01:22:27,EUR,282.06,7.23,settled
4813,6314,2024-12-14 17:32:50,EUR,302.84,4.61,settled
4814,6316,2024-12-29 09:22:12,EUR,1521.42,56.82,settled
4815,6317,2024-10-29 18:00:22,EUR,217.10,3.31,settled
4816,6318,2024-12-02 16:26:26,GBP,1810.58,27.57,settled
4817,6319,2024-07-17 00:56:36,AUD,2281.45,58.50,settled
4818,6321,2024-02-14 19:17:57,CAD,82.51,1.26,settled
4819,6322,2023-10-10 20:15:33,EUR,3956.86,60.26,settled
4820,6323,2024-07-15 08:10:50,CAD,429.82,6.55,settled
4821,6324,2024-11-07 10:25:52,GBP,3413.79,87.53,settled
4822,6325,2024-12-24 17:05:24,GBP,3998.49,102.53,settled
4823,6326,2024-10-11 12:32:46,EUR,1262.78,19.23,settled
4824,6327,2024-12-06 02:28:02,EUR,2841.39,43.27,settled
4825,6329,2024-10-31 21:25:27,CAD,3396.61,51.73,settled
4826,6330,2025-01-01 23:08:25,EUR,2045.23,31.15,settled
4827,6331,2024-10-11 10:50:55,CAD,101.14,1.54,settled
4828,6332,2024-05-21 20:31:26,EUR,1474.45,22.45,settled
4829,6333,2024-12-17 04:13:47,CAD,2514.80,38.30,settled
4830,6334,2024-11-03 23:45:13,CAD,2802.02,42.67,settled
4831,6335,2024-09-25 00:47:25,GBP,1457.33,37.37,settled
4832,6336,2024-10-18 16:11:13,EUR,321.07,4.89,settled
4833,6338,2024-04-26 17:49:58,EUR,2504.54,38.14,settled
4834,6339,2024-12-04 15:06:19,GBP,72.98,1.11,settled
4835,6341,2025-01-02 14:58:03,CAD,143.54,2.19,settled
4836,6342,2024-12-28 22:30:41,EUR,2059.63,31.36,settled
4837,6343,2024-06-12 07:06:33,EUR,1121.42,17.08,settled
4838,6344,2024-08-08 04:54:28,EUR,2747.14,41.83,settled
4839,6345,2024-08-10 07:30:25,AUD,535.38,8.15,settled
4840,6347,2023-10-16 13:56:31,GBP,641.41,9.77,settled
4841,6348,2024-02-21 03:03:37,GBP,2224.97,33.88,settled
4842,6349,2024-04-09 04:01:26,AUD,895.21,13.63,settled
4843,6350,2024-09-11 00:45:49,EUR,3659.94,55.74,settled
4844,6351,2024-06-09 00:51:36,AUD,3440.97,52.40,settled
4845,6352,2024-07-08 18:11:44,AUD,3226.78,49.14,settled
4846,6356,2024-11-25 10:56:57,EUR,4633.20,70.56,settled
4847,6359,2024-10-12 03:54:46,GBP,2350.99,26.15,settled
4848,6360,2024-11-24 21:51:43,EUR,4303.32,65.53,settled
4849,6362,2024-10-21 15:02:16,AUD,2635.41,40.13,settled
4850,6363,2024-12-14 07:20:47,AUD,4661.12,70.98,settled
4851,6364,2024-10-31 12:28:58,EUR,39.53,0.60,settled
4852,6365,2024-11-21 03:35:39,AUD,3257.45,49.61,settled
4853,6366,2024-03-26 02:54:57,GBP,2751.40,41.90,settled
4854,6367,2024-10-13 19:41:47,CAD,2015.64,30.70,settled
4855,6371,2024-12-01 22:39:56,EUR,178.79,7.45,settled
4856,6372,2024-11-13 03:57:49,AUD,2717.54,113.23,settled
4857,6373,2024-08-15 17:26:37,EUR,4136.70,63.00,settled
4858,6374,2024-11-25 11:47:52,CAD,762.17,11.61,settled
4859,6377,2025-01-02 23:06:50,CAD,3654.49,55.65,settled
4860,6378,2024-04-18 18:02:06,EUR,2625.45,39.98,settled
4861,6379,2024-10-04 14:41:08,EUR,4546.38,69.23,settled
4862,6380,2024-12-01 16:04:00,GBP,3306.94,50.36,settled
4863,6381,2024-12-21 07:31:30,GBP,2819.33,42.93,settled
4864,6382,2024-12-10 03:17:55,GBP,1944.01,29.60,settled
4865,6384,2024-11-29 01:34:52,CAD,3991.36,60.78,settled
4866,6385,2024-12-29 10:04:53,AUD,3741.59,95.94,settled
4867,6386,2024-07-24 03:50:44,EUR,2111.14,54.13,settled
4868,6388,2024-10-03 02:33:47,EUR,548.34,6.10,settled
4869,6389,2024-03-23 21:57:58,EUR,977.67,40.74,settled
4870,6390,2024-08-26 21:18:03,EUR,196.22,2.99,settled
4871,6392,2024-12-24 22:19:06,CAD,4593.62,51.09,settled
4872,6394,2024-10-17 16:26:16,EUR,124.70,1.90,settled
4873,6395,2023-03-09 23:05:30,GBP,4357.67,111.74,settled
4874,6396,2024-07-31 10:26:11,GBP,3641.52,55.45,settled
4875,6397,2024-08-16 08:09:39,EUR,2997.46,45.65,settled
4876,6398,2024-09-20 20:38:26,AUD,4731.96,72.06,settled
4877,6399,2024-09-20 00:28:40,AUD,3055.16,46.53,settled
4878,6400,2024-12-27 14:40:07,CAD,4598.98,51.15,settled
4879,6402,2024-02-22 01:18:24,EUR,1995.47,30.39,settled
4880,6404,2024-05-02 09:45:27,AUD,290.66,4.43,settled
4881,6406,2023-12-04 03:42:58,EUR,995.72,15.16,settled
4882,6407,2024-12-06 06:09:00,CAD,112.96,1.72,settled
4883,6409,2025-01-01 05:10:22,EUR,3342.94,50.91,settled
4884,6410,2024-05-06 04:06:02,GBP,1843.09,47.26,settled
4885,6411,2024-09-13 15:11:20,GBP,3796.39,57.81,settled
4886,6412,2024-10-11 14:31:05,AUD,1031.06,15.70,settled
4887,6414,2024-12-12 02:59:35,AUD,4120.62,62.75,settled
4888,6415,2024-08-16 15:25:12,CAD,733.59,11.17,settled
4889,6416,2024-12-16 11:07:56,GBP,3636.10,55.37,settled
4890,6417,2024-08-24 09:18:44,EUR,55.38,0.84,settled
4891,6418,2024-07-21 16:12:06,EUR,767.62,11.69,settled
4892,6420,2024-08-03 01:46:10,AUD,1080.78,16.46,settled
4893,6421,2024-11-14 01:35:56,GBP,385.79,5.87,settled
4894,6422,2024-10-31 15:16:18,CAD,2928.72,44.60,settled
4895,6423,2025-01-03 22:35:15,EUR,4100.39,170.85,settled
4896,6425,2024-11-27 11:30:27,GBP,2706.20,58.05,settled
4897,6426,2024-08-27 08:27:36,EUR,1854.67,28.24,settled
4898,6427,2024-10-02 11:42:24,GBP,4027.67,61.34,settled
4899,6428,2024-08-08 13:04:20,EUR,919.09,14.00,settled
4900,6429,2024-12-30 01:59:20,AUD,660.34,10.06,settled
4901,6430,2024-12-29 01:12:40,EUR,829.78,12.64,settled
4902,6431,2024-11-22 10:41:13,EUR,4486.75,68.33,settled
4903,6432,2024-11-30 19:03:01,GBP,1260.05,14.01,settled
4904,6433,2024-12-30 20:16:20,CAD,4356.65,111.71,settled
4905,6434,2024-10-10 14:53:58,CAD,276.50,4.21,settled
4906,6435,2024-03-01 05:13:55,EUR,3904.36,59.46,settled
4907,6436,2024-12-07 13:58:05,EUR,3450.70,88.48,settled
4908,6437,2023-08-10 18:41:25,AUD,2369.39,98.72,settled
4909,6438,2024-08-29 16:03:49,EUR,4402.50,67.04,settled
4910,6440,2025-01-01 06:49:23,AUD,1949.46,29.69,settled
4911,6441,2024-11-23 17:36:13,GBP,3473.22,52.89,settled
4912,6444,2024-10-12 13:56:42,GBP,264.73,4.03,settled
4913,6445,2024-11-10 00:16:02,CAD,749.65,11.42,settled
4914,6446,2025-01-01 06:23:13,EUR,4527.47,68.95,settled
4915,6447,2024-12-18 15:56:52,CAD,1929.11,29.38,settled
4916,6448,2023-11-15 21:39:24,AUD,604.64,9.21,settled
4917,6449,2024-11-26 21:54:24,GBP,3012.35,45.87,settled
4918,6450,2024-12-20 11:57:56,AUD,495.79,12.71,settled
4919,6451,2024-09-06 10:38:19,GBP,1905.05,29.01,settled
4920,6452,2024-12-15 20:14:29,AUD,904.01,13.77,settled
4921,6453,2024-12-25 01:41:47,EUR,683.52,10.41,settled
4922,6454,2023-12-22 20:29:05,EUR,1587.31,40.70,settled
4923,6455,2024-12-12 22:46:04,EUR,1103.03,16.80,settled
4924,6456,2024-09-30 08:38:49,GBP,4775.41,72.72,settled
4925,6457,2024-02-20 21:10:27,EUR,3265.58,49.73,settled
4926,6459,2024-12-23 10:35:13,GBP,4251.46,64.74,settled
4927,6460,2024-03-04 22:54:23,EUR,2600.90,39.61,settled
4928,6461,2024-06-16 20:08:42,EUR,3442.09,52.42,settled
4929,6462,2024-11-20 00:46:24,EUR,2422.42,36.89,settled
4930,6463,2024-02-18 18:44:28,GBP,1564.45,23.82,settled
4931,6464,2024-12-27 00:18:31,GBP,2127.82,32.40,settled
4932,6465,2024-09-21 11:08:37,AUD,1936.63,29.49,settled
4933,6466,2023-04-21 06:58:17,GBP,2286.81,34.82,settled
4934,6467,2024-08-17 02:15:00,EUR,3209.55,48.88,settled
4935,6468,2024-12-20 14:31:12,AUD,2712.61,41.31,settled
4936,6469,2024-08-12 15:34:38,CAD,2771.44,42.20,settled
4937,6470,2024-07-21 22:21:57,EUR,3271.67,49.82,settled
4938,6471,2024-12-20 06:55:34,AUD,186.16,2.83,settled
4939,6474,2024-11-07 10:32:50,GBP,929.69,14.16,settled
4940,6476,2024-12-28 09:33:48,EUR,3102.15,47.24,settled
4941,6477,2024-07-17 22:42:35,AUD,4497.78,68.49,settled
4942,6478,2024-12-04 21:56:41,EUR,26.00,0.40,settled
4943,6479,2024-09-27 23:05:29,EUR,2476.67,37.72,settled
4944,6482,2024-04-24 07:13:40,CAD,1484.41,22.61,settled
4945,6483,2024-12-22 06:44:45,GBP,403.63,6.15,settled
4946,6484,2024-12-17 04:16:05,EUR,2193.96,33.41,settled
4947,6485,2024-12-09 20:45:20,EUR,4493.90,68.44,settled
4948,6486,2024-12-08 13:56:24,EUR,2552.36,38.87,settled
4949,6488,2023-04-22 19:12:11,CAD,1708.80,26.02,settled
4950,6489,2024-11-21 23:50:48,CAD,2764.20,42.09,settled
4951,6490,2024-01-16 04:11:46,GBP,3048.76,46.43,settled
4952,6491,2024-12-25 08:26:03,GBP,2120.16,45.48,settled
4953,6492,2024-10-26 01:51:17,CAD,115.50,1.76,settled
4954,6493,2024-12-21 02:43:16,GBP,1355.62,20.64,settled
4955,6494,2024-11-17 23:43:43,GBP,404.01,6.15,settled
4956,6495,2024-12-08 07:40:38,CAD,3975.84,60.55,settled
4957,6496,2024-11-28 09:01:33,EUR,1793.42,27.31,settled
4958,6497,2025-01-02 10:50:05,GBP,1675.08,25.51,settled
4959,6498,2024-12-16 02:01:08,EUR,2851.63,43.43,settled
4960,6499,2024-11-25 10:15:14,CAD,447.64,6.82,settled
4961,6500,2024-12-31 07:26:29,CAD,2978.98,45.37,settled
4962,6501,2024-12-19 11:36:31,CAD,9.70,0.15,settled
4963,6502,2024-12-19 08:07:35,CAD,2668.40,40.64,settled
4964,6504,2024-10-06 14:11:47,AUD,852.80,12.99,settled
4965,6505,2024-11-23 21:52:52,EUR,2802.54,42.68,settled
4966,6506,2024-12-28 14:49:38,CAD,1395.95,21.26,settled
4967,6507,2024-11-04 19:11:09,GBP,1239.91,18.88,settled
4968,6509,2024-11-11 07:47:45,CAD,1634.69,24.89,settled
4969,6510,2024-11-25 14:31:50,CAD,4586.12,117.59,settled
4970,6511,2024-08-27 18:24:49,AUD,1732.33,26.38,settled
4971,6512,2024-12-15 12:09:36,AUD,40.10,0.61,settled
4972,6514,2024-12-12 22:30:44,AUD,1279.78,19.49,settled
4973,6516,2024-10-24 19:55:55,EUR,4233.09,64.46,settled
4974,6517,2024-12-05 00:41:30,GBP,3096.43,47.15,settled
4975,6519,2024-11-19 00:56:38,AUD,2129.46,32.43,settled
4976,6520,2024-12-04 19:12:36,AUD,254.80,3.88,settled
4977,6521,2024-01-06 05:05:33,EUR,4720.73,71.89,settled
4978,6522,2024-06-18 04:27:21,AUD,1018.96,15.52,settled
4979,6523,2024-09-16 13:36:16,CAD,4913.70,74.83,settled
4980,6524,2024-11-07 10:22:10,CAD,3418.28,52.06,settled
4981,6526,2024-12-12 14:09:35,GBP,140.94,2.15,settled
4982,6528,2024-07-31 00:48:49,EUR,4032.88,61.41,settled
4983,6529,2024-02-02 22:18:20,AUD,457.40,6.97,settled
4984,6530,2023-07-27 04:33:09,CAD,2296.63,34.97,settled
4985,6531,2024-11-06 18:35:40,GBP,3484.30,53.06,settled
4986,6534,2024-10-17 01:39:41,CAD,3859.54,58.77,settled
4987,6535,2024-12-31 04:06:54,CAD,1620.34,24.68,settled
4988,6536,2024-09-01 21:17:42,EUR,1322.38,20.14,settled
4989,6537,2024-12-26 08:58:53,AUD,1602.53,24.40,settled
4990,6538,2024-07-21 03:18:11,EUR,4845.65,73.79,settled
4991,6540,2024-12-27 10:40:33,EUR,390.44,10.01,settled
4992,6541,2024-10-28 06:17:58,EUR,4043.11,61.57,settled
4993,6542,2024-04-04 02:43:07,AUD,1603.92,24.43,settled
4994,6543,2024-05-24 23:57:48,AUD,2725.60,41.51,settled
4995,6544,2024-07-15 00:46:15,EUR,4000.13,60.92,settled
4996,6548,2024-09-13 19:56:23,GBP,2360.98,35.95,settled
4997,6550,2024-12-30 15:12:07,AUD,636.71,9.70,settled
4998,6552,2024-10-01 00:49:42,AUD,2988.16,45.50,settled
4999,6554,2024-11-18 03:26:12,AUD,2336.64,35.58,settled
5000,6555,2025-01-02 02:00:40,EUR,4263.41,64.92,settled
5001,6557,2024-12-18 22:50:48,EUR,2144.29,32.65,settled
5002,6558,2024-05-25 15:44:56,AUD,212.17,3.23,settled
5003,6559,2023-05-21 13:06:00,EUR,1358.29,20.68,settled
5004,6562,2024-10-08 15:33:54,AUD,4417.18,67.27,settled
5005,6564,2024-08-07 12:53:02,AUD,468.82,7.14,settled
5006,6565,2024-12-28 05:14:04,EUR,988.14,15.05,settled
5007,6567,2025-01-02 14:54:23,GBP,1337.43,20.37,settled
5008,6569,2024-11-10 16:57:13,GBP,1641.41,25.00,settled
5009,6570,2024-11-27 12:59:04,GBP,64.38,0.98,settled
5010,6571,2024-12-16 18:45:07,EUR,672.36,10.24,settled
5011,6572,2024-12-11 03:51:01,AUD,966.94,14.73,settled
5012,6573,2024-11-19 22:48:47,EUR,876.98,13.35,settled
5013,6574,2024-03-16 23:33:24,GBP,2832.12,43.13,settled
5014,6577,2024-10-18 01:42:28,CAD,815.25,12.41,settled
5015,6578,2024-12-24 06:37:59,GBP,2930.08,44.62,settled
5016,6579,2025-01-02 17:50:28,EUR,378.29,5.76,settled
